dot_bracket_repr,obj_fn_final_value,dot_bracket_repr_mfe,seq_len,n_irs_found,solver_num_booleans,solver_solve_time,solver_iterations,solver_num_branches_explored,solver_num_conflicts
...............,0,0,15,,,,,,
...............,0,0,15,6,0,0.001900438,0,0,
...............,0,0,15,3,0,0.00213629,0,0,
................,0,0,16,6,0,0.001945949,0,0,
.(((......)))...,-2,-1.5,16,4,0,0.001860486,0,0,
................,0,0,16,5,0,0.001041646,0,0,
................,0,0,16,5,0,0.001879672,0,0,
...((((....)))).,-2,-1.79999995231628,16,4,0,0.001957006,0,0,
................,0,0,16,2,0,0.00208244,0,0,
................,0,0,16,4,0,0.001995654,0,0,
................,0,0,16,4,0,0.000922862,0,0,
................,0,0,16,7,0,0.002243306,0,0,
................,0,0,16,4,0,0.001968327,0,0,
.................,0,0,17,6,0,0.000979211,0,0,
.................,0,0,17,4,0,0.001867722,0,0,
.................,0,0,17,,,,,,
.................,0,0,17,6,0,0.000901471,0,0,
.................,0,0,17,5,0,0.000827587,0,0,
.................,0,0,17,7,0,0.001826323,0,0,
.................,0,0,17,2,0,0.001785049,0,0,
.................,0,0,17,8,0,0.000908679,0,0,
.................,0,0,17,4,0,0.000789192,0,0,
......(((.....))),-1,-0.699999988079071,17,3,0,0.001852137,0,0,
...(((...)))......,-3,-2.79999995231628,18,7,0,0.000845994,0,0,
....(((.....)))...,-4,-3.70000004768372,18,6,0,0.002094823,0,0,
..................,0,0,18,3,0,0.002049019,0,0,
..................,0,0,18,9,0,0.002135273,0,0,
..................,0,0,18,3,0,0.001821809,0,0,
..................,0,0,18,7,0,0.000852594,0,0,
..................,0,0,18,6,0,0.000871324,0,0,
..................,0,0,18,7,0,0.001973048,0,0,
..................,0,0,18,2,0,0.001871089,0,0,
(((....)))........,-2,-2.20000004768372,18,5,0,0.000844746,0,0,
...................,0,0,19,3,0,0.001836388,0,0,
...................,0,0,19,7,0,0.002047935,0,0,
...................,0,0,19,7,0,0.002013965,0,0,
..(((.....)))......,-2,-2.40000009536743,19,7,0,0.002185796,0,0,
.(((((.......))))).,-7,-7.19999980926514,19,9,0,0.001917346,0,0,
...................,0,0,19,7,0,0.001841195,0,0,
...................,0,0,19,4,0,0.002111033,0,0,
..(((.......)))....,-2,-2.20000004768372,19,6,0,0.002136827,0,0,
.....((.....)).....,-2,-1.5,19,5,0,0.002130974,0,0,
...................,0,0,19,9,0,0.001910176,0,0,
....................,0,0,20,10,0,0.001959954,0,0,
....................,0,0,20,10,0,0.00217865,0,0,
...(((......))).....,-2,-1.89999997615814,20,7,0,0.002172176,0,0,
........(((....)))..,-2,-1.70000004768372,20,10,0,0.002201025,0,0,
....................,0,0,20,9,0,0.001174663,0,0,
.((((.........))))..,-5,-5.19999980926514,20,11,0,0.00202532,0,0,
..((........))......,-1,-0.800000011920929,20,9,0,0.001942233,0,0,
....................,0,0,20,9,0,0.001939395,0,0,
....................,0,0,20,10,0,0.001928478,0,0,
....(((..........))),-1,-1,20,4,0,0.001972549,0,0,
.....................,0,0,21,8,0,0.002239808,0,0,
((......))...........,-1,-0.800000011920929,21,5,0,0.002086947,0,0,
.....................,0,0,21,6,0,0.002214956,0,0,
.....................,0,0,21,13,0,0.002465334,0,0,
.....................,0,0,21,7,0,0.002144552,0,0,
.....................,0,0,21,10,0,0.002036192,0,0,
((((......)))).......,-4,-3.90000009536743,21,7,0,0.002146275,0,0,
.....(((((.....))))).,-1,-1.20000004768372,21,9,0,0.002027788,0,0,
.....................,0,0,21,3,0,0.000930342,0,0,
.....................,0,0,21,7,0,0.000855498,0,0,
((....))..............,-1,-0.899999976158142,22,10,0,0.002336162,0,0,
......................,0,0,22,4,0,0.003302856,0,0,
......................,0,0,22,10,0,0.001960011,0,0,
.....((........)).....,-1,-0.600000023841858,22,7,0,0.001992831,0,0,
......................,0,0,22,7,0,0.002146574,0,0,
......................,0,0,22,8,0,0.002026433,0,0,
......................,0,0,22,9,0,0.000862282,0,0,
......................,0,0,22,7,0,0.001896869,0,0,
......................,0,0,22,10,0,0.002103964,0,0,
......................,0,0,22,8,0,0.001983801,0,0,
.......................,0,0,23,4,0,0.002091164,0,0,
.......................,0,0,23,16,0,0.002284065,0,0,
.......................,0,0,23,12,0,0.002228384,0,0,
.......................,0,0,23,8,0,0.002196246,0,0,
(((........))).........,-3,-3.20000004768372,23,7,0,0.002079274,0,0,
.......................,0,0,23,2,0,0.001916393,0,0,
.......................,0,0,23,6,0,0.000961436,0,0,
.......................,0,0,23,10,0,0.00190966,0,0,
.......................,0,0,23,9,0,0.001953272,0,0,
.......................,0,0,23,6,0,0.002145105,0,0,
........................,0,0,24,19,0,0.002416288,0,0,
........................,0,0,24,16,0,0.002726441,0,0,
...........((((...))))..,-2,-2.5,24,13,0,0.002296569,0,0,
........................,0,0,24,11,0,0.002198639,0,0,
.....(((......))).......,-2,-1.70000004768372,24,13,0,0.002071234,0,0,
.....(((.....)))........,-2,-2.20000004768372,24,13,0,0.002430366,0,0,
........................,0,0,24,10,0,0.00235427,0,0,
.....(((.....)))........,-1,-1,24,8,0,0.002133616,0,0,
........................,0,0,24,13,0,0.002225604,0,0,
........................,0,0,24,11,0,0.002213481,0,0,
.........................,0,0,25,14,0,0.002148593,0,0,
.....((((......))))......,-3,-3,25,12,0,0.001095959,0,0,
(((......))).............,-1,-1,25,12,0,0.002393325,0,0,
.........................,0,0,25,12,0,0.002360321,0,0,
.............(((......))),-1,-1,25,15,0,0.002356005,0,0,
.........................,0,0,25,8,0,0.002150325,0,0,
..........((....)).......,-1,-0.699999988079071,25,8,0,0.001920531,0,0,
....(((.....)))..........,-1,-1.20000004768372,25,5,0,0.001832652,0,0,
.........((((.....))))...,-7,-7.19999980926514,25,14,0,0.002499011,0,0,
.........................,0,0,25,13,0,0.002195858,0,0,
......((((.........))))...,-2,-2.5,26,13,0,0.002215289,0,0,
((((((.......))).)))......,-5,6.90000009536743,26,13,0,0.002202318,0,0,
........(((.........)))...,-2,-2.20000004768372,26,15,0,0.002219446,0,0,
.......(((......))).......,-4,-3.59999990463257,26,18,0,0.002401779,0,0,
..........................,0,0,26,11,0,0.002185257,0,0,
...........(((......)))...,-3,-2.79999995231628,26,9,0,0.002154155,0,0,
................(((...))).,-1,-1.10000002384186,26,14,0,0.002171836,0,0,
........(((((...))))).....,-4,-4.40000009536743,26,12,0,0.002436608,0,0,
....(((....)))(((......))),-3,-2.5,26,16,0,0.002336822,0,0,
...((((...........))))....,-5,-5.30000019073486,26,13,0,0.002219233,0,0,
.........(((......)))......,-3,-2.90000009536743,27,14,0,0.002693651,0,0,
...........................,0,0,27,17,0,0.002299585,0,0,
...........................,0,0,27,14,0,0.002109994,0,0,
........((((.......))))....,-1,-1.20000004768372,27,8,0,0.002108591,0,0,
...........................,0,0,27,14,0,0.002429746,0,0,
....((((.((((...))))...)))),-3,-6.5,27,15,0,0.00111578,0,0,
........((((.........))))..,-2,-2,27,13,0,0.002178457,0,0,
...........................,0,0,27,10,0,0.001104328,0,0,
...........................,0,0,27,14,0,0.002346102,0,0,
............((((......)))).,-3,-3,27,22,0,0.002394276,0,0,
............................,0,0,28,17,0,0.002323964,0,0,
...((......))...............,-1,-0.899999976158142,28,13,0,0.002196552,0,0,
............................,0,0,28,20,0,0.002363016,0,0,
............................,0,0,28,13,0,0.002114495,0,0,
............((((.....))))...,-4,-3.90000009536743,28,16,0,0.00237932,0,0,
............................,0,0,28,13,0,0.002263537,0,0,
...((((.....))))............,-4,-3.59999990463257,28,14,0,0.002037531,0,0,
....((....))................,-1,-0.800000011920929,28,14,0,0.00223858,0,0,
.....(((.........)))........,-2,-1.70000004768372,28,12,0,0.002138382,0,0,
......((((..............)))),-1,-1.29999995231628,28,19,0,0.002646644,0,0,
.......((((.....)))).........,-4,-4.5,29,17,0,0.002740272,0,0,
(((((..........))))).........,-3,-2.70000004768372,29,17,0,0.002290717,0,0,
((((........)))).............,-4,-3.70000004768372,29,12,0,0.002365872,0,0,
.............................,0,0,29,21,0,0.002220627,0,0,
...(((.....)))...............,-2,-2.40000009536743,29,20,0,0.002467231,0,0,
..................((......)).,-2,-1.60000002384186,29,18,0,0.002448319,0,0,
....((........)).............,-2,-1.5,29,13,0,0.002097607,0,0,
.............................,0,0,29,23,0,0.002338937,0,0,
.............................,0,0,29,13,0,0.002263958,0,0,
.(((..................)))....,-2,-1.70000004768372,29,18,0,0.002251268,0,0,
..............(((......)))....,-2,-2.09999990463257,30,15,0,0.002168096,0,0,
..................((......))..,-1,-1.10000002384186,30,29,0,0.002628416,0,0,
...(((.......)))..............,-2,-1.89999997615814,30,19,0,0.002461417,0,0,
...............(((.....)))....,-2,-1.89999997615814,30,23,0,0.002689839,0,0,
..............................,0,0,30,17,0,0.002227931,0,0,
..............................,0,0,30,17,0,0.002232089,0,0,
...((.....))..(((........)))..,-3,-3.59999990463257,30,24,0,0.002425451,0,0,
((.....)).....................,-1,-0.899999976158142,30,24,0,0.002471334,0,0,
.......(((....)))((....)).....,-5,-5.09999990463257,30,22,0,0.002548137,0,0,
...................((((...)))),-2,-2.29999995231628,30,21,0,0.002277156,0,0,
(((......)))...(((......)))....,-3,-2.29999995231628,31,25,0,0.002542196,0,0,
...............................,0,0,31,24,0,0.002482716,0,0,
....(((.......(((()))....))))..,-3,100008.1015625,31,17,0,0.002553599,0,0,
.....(((((..............)))))..,-9,-9.30000019073486,31,28,0,0.003395942,0,0,
...............................,0,0,31,21,0,0.002357553,0,0,
............(((.(((..)))...))).,-2,100007.6015625,31,22,0,0.002431914,0,0,
...(((....(((()))..))))........,-6,100006.5,31,19,0,0.002493521,0,0,
.............(((...........))).,-1,-1.29999995231628,31,15,0,0.001267252,0,0,
...((((...)))).................,-4,-3.90000009536743,31,20,0,0.001179827,0,0,
.....(((((((.........)))))))...,-11,-10.6999998092651,31,21,0,0.002413966,0,0,
.................((((...))))....,-1,-0.600000023841858,32,24,0,0.002288063,0,0,
...........((((.((((....)))))))),-2,-4.80000019073486,32,21,0,0.002476327,0,0,
.((((........))))...............,-4,-3.90000009536743,32,19,0,0.002449594,0,0,
(((......)))....................,-1,-1.20000004768372,32,20,0,0.002410715,0,0,
(((......)))....................,-2,-1.79999995231628,32,20,0,0.002291069,0,0,
................................,0,0,32,25,0,0.002543202,0,0,
..................((((.....)))).,-4,-3.5,32,20,0,0.002622464,0,0,
................................,0,0,32,25,0,0.002552011,0,0,
.......(((((..............))))).,-2,-1.79999995231628,32,21,0,0.002539874,0,0,
...............(((.....)))......,-2,-2.29999995231628,32,21,0,0.002531539,0,0,
....(((............)))...........,-1,-0.800000011920929,33,22,0,0.002865007,0,0,
............((((....)))).........,-3,-3.20000004768372,33,20,0,0.002505578,0,0,
.....((((.....))))...............,-2,-2.29999995231628,33,23,0,0.002442282,0,0,
((((.....((((((())))..)))))))....,-7,100004.703125,33,26,0,0.002676746,0,0,
.(((((....(((...........))).))))),-4,-4.69999980926514,33,19,0,0.002544816,0,0,
....................(((....)))...,-1,-1.39999997615814,33,22,0,0.002548268,0,0,
...............(((......)))......,-3,-3.09999990463257,33,21,0,0.002510125,0,0,
.............((((...)))).........,-2,-1.89999997615814,33,22,0,0.002539146,0,0,
...(((((((((..)))))))))..........,-6,100004.6015625,33,22,0,0.002701258,0,0,
.................................,0,0,33,22,0,0.002338453,0,0,
............(((...........))).....,-2,-1.89999997615814,34,22,0,0.003185465,0,0,
((.((((.))...)))).................,-7,100005.296875,34,22,0,0.002563139,0,0,
(((.......))).....................,-3,-3.20000004768372,34,27,0,0.002665837,0,0,
..(((....)))......................,-2,-1.79999995231628,34,16,0,0.002374101,0,0,
..................................,0,0,34,33,0,0.00261589,0,0,
.........(((.....(((.)))...)))....,-2,100009.5,34,19,0,0.002293507,0,0,
.........((((......))))...........,-6,-6,34,32,0,0.001667138,0,0,
......(((.....))).................,-2,-1.89999997615814,34,29,0,0.002657593,0,0,
............(((.......))).........,-3,-2.59999990463257,34,18,0,0.002488916,0,0,
............(((............)))....,-3,-2.59999990463257,34,25,0,0.002644333,0,0,
........................((....))...,-1,-1.29999995231628,35,27,0,0.002383971,0,0,
..........(((......))).............,-1,-0.899999976158142,35,28,0,0.002312426,0,0,
......(((((..................))))).,-2,-1.89999997615814,35,23,0,0.002753968,0,0,
..........(((.....)))..............,-1,-1.29999995231628,35,26,0,0.002522871,0,0,
.(((....(((......))).....))).......,-5,-7.09999990463257,35,28,0,0.002920412,0,0,
......(((........)))...............,-2,-1.60000002384186,35,18,0,0.002361078,0,0,
((......))..(((...)))...(((.....))),-4,-3.59999990463257,35,33,0,0.002889315,0,0,
...................................,0,0,35,27,0,0.002871644,0,0,
((((............((((..))))...))))..,-2,100007.296875,35,23,0,0.002565548,0,0,
...................................,0,0,35,29,0,0.002619744,0,0,
....................................,0,0,36,27,0,0.002644769,0,0,
...............(((((......))))).....,-8,-8.39999961853027,36,31,0,0.002726258,0,0,
.......(((((.......)))))............,-3,-2.59999990463257,36,28,0,0.002688541,0,0,
..((((..............))))............,-2,-1.60000002384186,36,26,0,0.002403587,0,0,
....................................,0,0,36,31,0,0.002672312,0,0,
..(((.................((())).....))),-3,100013.3984375,36,27,0,0.001525194,0,0,
(((....)))((((..............))))....,-8,-8.39999961853027,36,28,0,0.002538167,0,0,
.((((........))))...................,-7,-7.30000019073486,36,28,0,0.002687938,0,0,
..............((.((())...)))........,-3,100002.296875,36,26,0,0.002588684,0,0,
..........................((....))..,-1,-1.39999997615814,36,27,0,0.002536019,0,0,
.....................................,0,0,37,30,0,0.00309656,0,0,
........((((((.......)))...))).......,-3,4,37,32,0,0.003013441,0,0,
(((((............(((...))).....))))).,-4,-4.09999990463257,37,33,4,0.003508387,10,1,
..(((...((.....))......)))...........,-2,-3.40000009536743,37,28,0,0.002886597,0,0,
.(((((....)))))......................,-6,-5.5,37,24,0,0.002535652,0,0,
.....(((................)))..........,-1,-0.600000023841858,37,25,0,0.002429139,0,0,
...............(((........)))........,-2,-2.40000009536743,37,29,0,0.002750907,0,0,
......(((((((........))))))).........,-12,-12,37,33,5,0.004477668,10,0,
.(((((....((((....))))........)))))..,-10,-10,37,33,0,0.002866988,0,0,
.................(((.............))).,-3,-3,37,24,0,0.002741896,0,0,
...(((......))).......................,-2,-2.40000009536743,38,31,0,0.0028367,0,0,
.......(((((...........)))))..........,-6,-5.59999990463257,38,31,0,0.002550726,0,0,
..........(((((((..)))).)))...........,-8,100002,38,37,0,0.002879284,0,0,
...............((((........)))).......,-6,-5.5,38,29,0,0.002903332,0,0,
.((........))..(((......)))...........,-4,-3.59999990463257,38,34,0,0.002995649,0,0,
......((((........(((.)))).)))........,-5,100012.6015625,38,34,0,0.002861436,0,0,
......................(((....)))......,-2,-2.09999990463257,38,23,0,0.00246023,0,0,
((((.......(((....))).....))))........,-6,-7.59999990463257,38,22,0,0.002625252,0,0,
..........((((...................)))).,-3,-3.40000009536743,38,29,0,0.003348155,0,0,
........((((.........)))).............,-4,-3.59999990463257,38,23,0,0.003064094,0,0,
..............(((......))).............,-1,-1.29999995231628,39,36,0,0.003073544,0,0,
..........(((.....)))..................,-2,-1.70000004768372,39,31,0,0.002773463,0,0,
.................(((......)))..........,-4,-4.30000019073486,39,32,0,0.002924354,0,0,
(((.....)))............................,-3,-3,39,33,0,0.002747735,0,0,
.......(((((((.......)))))))...........,-9,-8.60000038146973,39,29,0,0.002581594,0,0,
.....(((.....)))(((((((()))...)))))....,-12,99997.203125,39,34,0,0.003065146,0,0,
.......................................,0,0,39,30,0,0.002800592,0,0,
..(((((((((.....)))))..))))............,-9,-10.8999996185303,39,38,0,0.003147834,0,0,
.(((.((((.)))....))))..................,-5,100013.6015625,39,34,0,0.002941342,0,0,
.............................(((....))),-3,-2.79999995231628,39,31,0,0.002807504,0,0,
.............((((........((()))).)))....,-5,100008.796875,40,33,0,0.002512381,0,0,
...((((....)))).........................,-4,-4.5,40,29,0,0.002827798,0,0,
.............((....(((())..)))).........,-2,100008.703125,40,38,0,0.003580751,0,0,
(((........)))..........................,-1,-0.899999976158142,40,34,0,0.003518776,0,0,
............(((...............))).......,-2,-2.29999995231628,40,29,0,0.002668699,0,0,
...((......))..((((......))))...........,-7,-6.59999990463257,40,43,0,0.003121552,0,0,
......((((((......))))))................,-8,-7.80000019073486,40,37,0,0.003090658,0,0,
......(((.......)))........((((.....)))),-5,-5,40,35,0,0.002837247,0,0,
............((((((.........)))))).......,-2,-2,40,38,0,0.003102878,0,0,
.........................((.....))......,-1,-0.600000023841858,40,37,0,0.003618999,0,0,
......................(((.......)))......,-3,-2.79999995231628,41,39,0,0.003002598,0,0,
((((...(((((((....)))).)))).)))..........,-11,2.5,41,45,4,0.003749556,10,1,
..................(((........))).........,-5,-4.59999990463257,41,40,0,0.0030559,0,0,
.....(((.................))).............,-3,-2.59999990463257,41,39,0,0.002764212,0,0,
.............................((((....)))),-1,-1.20000004768372,41,35,0,0.002771678,0,0,
(((....)))...............................,-2,-2.20000004768372,41,43,0,0.004131927,0,0,
..................(((....))).............,-4,-3.59999990463257,41,34,0,0.002751754,0,0,
...................((((....))))..........,-2,-2,41,43,0,0.003005807,0,0,
..........................((((((...)))))),-4,-3.90000009536743,41,32,0,0.002930844,0,0,
........(((........)))...(((...))).......,-6,-6.59999990463257,41,39,0,0.003053012,0,0,
...................(((((......))))).......,-8,-8.39999961853027,42,34,0,0.003397248,0,0,
(((..........)))..(((...(((.....))).)))...,-6,-3.70000004768372,42,48,0,0.005300734,0,0,
..........................(((((.....))))).,-3,-3.29999995231628,42,36,0,0.001848522,0,0,
..(((...........)))...(((......)))........,-5,-4.5,42,36,0,0.00288712,0,0,
..........................................,0,0,42,36,0,0.002900551,0,0,
....((((.....(((.....))))...........)))...,-5,15.1999998092651,42,28,0,0.002748567,0,0,
........(((....)))........................,-4,-3.90000009536743,42,30,0,0.002779045,0,0,
............................(((....)))....,-2,-2.09999990463257,42,26,0,0.002607396,0,0,
.......(((((...........)))))..............,-5,-4.90000009536743,42,43,0,0.003369291,0,0,
((((.......((((())))..))))).((((((())))))),-7,200006.796875,42,46,0,0.003162149,0,0,
.........................(((.........)))...,-2,-2.09999990463257,43,31,0,0.002657252,0,0,
.((((((......)).(((()))).))))..............,-10,100012,43,42,0,0.002148752,0,0,
((......)).................................,-2,-1.5,43,50,0,0.003438286,0,0,
..........((((........................)))).,-3,-2.59999990463257,43,24,0,0.0016392,0,0,
...(((.(((............)))))).(((....)))....,-6,-9.5,43,34,7,0.003420019,22,4,
............(((....))).....................,-2,-1.89999997615814,43,30,0,0.002932708,0,0,
..(((....((((........)))..)))).............,-3,18.6000003814697,43,35,0,0.002983223,0,0,
.........((((.....)))).....................,-2,-2.29999995231628,43,34,0,0.003689987,0,0,
....................((((.......))))........,-3,-3.09999990463257,43,44,0,0.003001662,0,0,
....((((..((((((......))))..)))))).........,-9,8.39999961853027,43,38,6,0.003563906,12,0,
.........((((((((........))))....)))).......,-6,9.89999961853027,44,50,0,0.003803565,0,0,
(((.....(((..........))).)))................,-3,0.699999988079071,44,47,0,0.003075185,0,0,
...((((.......((.....))........)))).........,-3,-4.80000019073486,44,34,0,0.002677241,0,0,
...(((...)))..(((...................))).....,-2,-2,44,39,0,0.004040201,0,0,
.......(((..........))).....................,-1,-1.29999995231628,44,33,0,0.002736973,0,0,
.............(((...............)))..........,-1,-1.39999997615814,44,33,0,0.002688495,0,0,
((((......((....))....))))..................,-3,-4,44,42,0,0.002757135,0,0,
....(((............)))......................,-4,-3.5,44,42,0,0.002964706,0,0,
....................(((....)))..............,-2,-1.70000004768372,44,39,0,0.002868464,0,0,
...........................((((...))))......,-2,-1.70000004768372,44,49,0,0.003231793,0,0,
..........................(((........))).....,-2,-1.89999997615814,45,47,0,0.003047668,0,0,
(((((.............((.....)).....)))))........,-3,-1.89999997615814,45,46,0,0.003259452,0,0,
......(((...))).(((.....)))..................,-6,-6.30000019073486,45,43,0,0.003096468,0,0,
......(((........)))...........(((....)))....,-5,-4.80000019073486,45,45,0,0.004154228,0,0,
......((((..((((......))))..(((.)))))))......,-8,99997.5,45,43,6,0.004420267,12,0,
((((..((((...............))))))))............,-7,-8.80000019073486,45,52,0,0.003408772,0,0,
......((((............))))...................,-3,-2.70000004768372,45,40,0,0.002864388,0,0,
((((..((((......))))..........))))...........,-7,-7.09999990463257,45,44,0,0.003294312,0,0,
.......((((.........................)))).....,-1,-1.29999995231628,45,46,0,0.003293247,0,0,
............((((((.......))))))..............,-7,-6.69999980926514,45,42,0,0.00335432,0,0,
..................(((.................))).....,-1,-0.699999988079071,46,43,0,0.003005345,0,0,
..............((((......))))..................,-1,-0.800000011920929,46,38,0,0.002932015,0,0,
................(((..........)))..............,-2,-1.70000004768372,46,52,0,0.003395205,0,0,
.........(((......(((((...))..)))..)))........,-5,3.09999990463257,46,44,0,0.003310332,0,0,
.....(((((...........)))))..(((.......))).....,-7,-6.5,46,42,0,0.002867031,0,0,
..............................................,0,0,46,48,0,0.003023324,0,0,
.....((......))...............................,-1,-0.699999988079071,46,40,0,0.002895751,0,0,
((((((...)))))).........(((...))).............,-6,-5.69999980926514,46,40,0,0.002953788,0,0,
.............................(((....))).......,-1,-1.20000004768372,46,41,0,0.002746517,0,0,
..((......))...............(((..........)))...,-2,-1.39999997615814,46,47,0,0.003363171,0,0,
((((((...))).....)))...........................,-4,-4.09999990463257,47,33,4,0.003095419,10,1,
........((((((((((......(((.))))....))).)))))).,-11,99995.3984375,47,53,0,0.003507077,0,0,
...................................(((.....))).,-1,-1.39999997615814,47,55,0,0.00354629,0,0,
...........(((...))).........((((......))))....,-4,-3.90000009536743,47,48,0,0.00350275,0,0,
...........(((............)))..................,-1,-1.29999995231628,47,43,0,0.003428,0,0,
...............................................,0,0,47,48,0,0.00307824,0,0,
(((...............))).(((....)))...............,-4,-3.5,47,47,4,0.003529136,8,1,
........((((...((((..))))...............))))...,-10,99998.796875,47,52,5,0.003622746,12,1,
....(((..(((((..)))......(((())))).))))........,-8,200017.90625,47,48,7,0.003890669,14,0,
.....((((......................(((..)))))))....,-5,100001.296875,47,42,0,0.003114487,0,0,
....(((((............))))).......((((......)))).,-6,-5.80000019073486,48,42,0,0.00316809,0,0,
......((((.((((...))))((((.)))).........))))....,-9,100008,48,49,0,0.003297521,0,0,
...................(((((.......(((...))))))))...,-8,7.90000009536743,48,50,4,0.003352492,10,1,
...((((((........(((........)))...))))))........,-12,-10.8999996185303,48,51,0,0.003328977,0,0,
....(((((........)))))..........................,-6,-5.59999990463257,48,54,0,0.003767619,0,0,
................................................,0,0,48,50,0,0.003318965,0,0,
.......(((......(((((((..)))..)))))))((.....))..,-13,100005.796875,48,53,0,0.003840845,0,0,
...........(((...............)))................,-1,-0.800000011920929,48,55,0,0.003424569,0,0,
.....((((..((((.......))))......))))............,-6,17.7999992370605,48,47,0,0.00318876,0,0,
..((((..............))))..(((((.........)))))...,-9,-9.19999980926514,48,44,0,0.003112555,0,0,
........................((.....)).....(((...)))..,-2,-1.79999995231628,49,45,0,0.002827038,0,0,
..(((..........((((..............)))..)))).......,-3,7.80000019073486,49,52,0,0.002120579,0,0,
.......((((..((((((.........)))).......))))))....,-9,15.1999998092651,49,49,0,0.003182613,0,0,
......................(((...........)))..........,-3,-2.79999995231628,49,48,0,0.00297366,0,0,
...................((((((((((..)))).....))))))...,-11,99997.296875,49,48,0,0.003218394,0,0,
(((((..........((((...))))..((((..))))).)))).....,-10,100006.5,49,52,10,0.004172024,20,0,
..........(((((......))))).......................,-5,-4.69999980926514,49,52,0,0.003209936,0,0,
..((((...))))............((((((...)))))).........,-6,-6.59999990463257,49,55,0,0.00328835,0,0,
.(((......)))....................................,-5,-4.59999990463257,49,45,0,0.003176454,0,0,
(((..........((((....))))....))).......(((...))).,-4,-2.5,49,51,0,0.003455601,0,0,
(((..................)))...(((((......))))).......,-5,-5.09999990463257,50,62,0,0.00406765,0,0,
.......((((((........((((..)))))).......))))......,-8,100013.3984375,50,50,0,0.003173307,0,0,
............(((........)))........................,-2,-2.20000004768372,50,57,0,0.004940148,0,0,
..((((((((..............))).....))))).............,-9,-9,50,60,6,0.00419598,12,0,
