dot_bracket_repr,obj_fn_final_value,dot_bracket_repr_mfe,seq_len,n_irs_found,solver_num_booleans,solver_solve_time,solver_iterations,solver_num_branches_explored,solver_num_conflicts
...............,0,0,15,,,,,,
...............,0,0,15,6,0,0.000802743,0,0,
...............,0,0,15,3,0,0.000923629,0,0,
................,0,0,16,6,0,0.002092227,0,0,
.(((......)))...,-2,-1.5,16,4,0,0.001923671,0,0,
................,0,0,16,5,0,0.000885645,0,0,
................,0,0,16,5,0,0.002044939,0,0,
...((((....)))).,-2,-1.79999995231628,16,4,0,0.001006883,0,0,
................,0,0,16,2,0,0.000979179,0,0,
................,0,0,16,4,0,0.001889901,0,0,
................,0,0,16,4,0,0.001809105,0,0,
................,0,0,16,7,0,0.002036567,0,0,
................,0,0,16,4,0,0.001981246,0,0,
.................,0,0,17,6,0,0.001932372,0,0,
.................,0,0,17,4,0,0.001967003,0,0,
.................,0,0,17,,,,,,
.................,0,0,17,6,0,0.002053373,0,0,
.................,0,0,17,5,0,0.001896895,0,0,
.................,0,0,17,7,0,0.001918338,0,0,
.................,0,0,17,2,0,0.000804207,0,0,
.................,0,0,17,8,0,0.000809591,0,0,
.................,0,0,17,4,0,0.000776667,0,0,
......(((.....))),-1,-0.699999988079071,17,3,0,0.000833432,0,0,
...(((...)))......,-3,-2.79999995231628,18,7,0,0.001048509,0,0,
....(((.....)))...,-4,-3.70000004768372,18,6,0,0.001998972,0,0,
..................,0,0,18,3,0,0.001905132,0,0,
..................,0,0,18,9,0,0.001846808,0,0,
..................,0,0,18,3,0,0.000730761,0,0,
..................,0,0,18,7,0,0.000809688,0,0,
..................,0,0,18,6,0,0.000766587,0,0,
..................,0,0,18,7,0,0.000934563,0,0,
..................,0,0,18,2,0,0.001806151,0,0,
(((....)))........,-2,-2.20000004768372,18,5,0,0.002042839,0,0,
...................,0,0,19,3,0,0.001924458,0,0,
...................,0,0,19,7,0,0.000952843,0,0,
...................,0,0,19,7,0,0.002007192,0,0,
..(((.....)))......,-2,-2.40000009536743,19,7,0,0.001904356,0,0,
.(((((.......))))).,-7,-7.19999980926514,19,9,0,0.000871146,0,0,
...................,0,0,19,7,0,0.000833881,0,0,
...................,0,0,19,4,0,0.00223953,0,0,
..(((.......)))....,-2,-2.20000004768372,19,6,0,0.001954938,0,0,
.....((.....)).....,-2,-1.5,19,5,0,0.002063838,0,0,
...................,0,0,19,9,0,0.001906487,0,0,
....................,0,0,20,10,0,0.000807013,0,0,
....................,0,0,20,10,0,0.001061448,0,0,
...(((......))).....,-2,-1.89999997615814,20,7,0,0.001993385,0,0,
........(((....)))..,-2,-1.70000004768372,20,10,0,0.001063002,0,0,
....................,0,0,20,9,0,0.000884712,0,0,
.((((.........))))..,-5,-5.19999980926514,20,11,0,0.000936349,0,0,
..((........))......,-1,-0.800000011920929,20,9,0,0.002131795,0,0,
....................,0,0,20,9,0,0.001904097,0,0,
....................,0,0,20,10,0,0.000743588,0,0,
....(((..........))),-1,-1,20,4,0,0.001891424,0,0,
.....................,0,0,21,8,0,0.002094189,0,0,
((......))...........,-1,-0.800000011920929,21,5,0,0.002023783,0,0,
.....................,0,0,21,6,0,0.001012716,0,0,
.....................,0,0,21,13,0,0.002002472,0,0,
.....................,0,0,21,7,0,0.002070945,0,0,
.....................,0,0,21,10,0,0.001129243,0,0,
((((......)))).......,-4,-3.90000009536743,21,7,0,0.002019033,0,0,
.....(((((.....))))).,-1,-1.20000004768372,21,9,0,0.002055714,0,0,
.....................,0,0,21,3,0,0.001850088,0,0,
.....................,0,0,21,7,0,0.001100358,0,0,
((....))..............,-1,-0.899999976158142,22,10,0,0.001998722,0,0,
......................,0,0,22,4,0,0.001986417,0,0,
......................,0,0,22,10,0,0.001955386,0,0,
.....((........)).....,-1,-0.600000023841858,22,7,0,0.001975935,0,0,
......................,0,0,22,7,0,0.001886177,0,0,
......................,0,0,22,8,0,0.001916911,0,0,
......................,0,0,22,9,0,0.002014111,0,0,
......................,0,0,22,7,0,0.001027908,0,0,
......................,0,0,22,10,0,0.001208904,0,0,
......................,0,0,22,8,0,0.00111575,0,0,
.......................,0,0,23,4,0,0.000902371,0,0,
.......................,0,0,23,16,0,0.002402103,0,0,
.......................,0,0,23,12,0,0.002016803,0,0,
.......................,0,0,23,8,0,0.002164449,0,0,
(((........))).........,-3,-3.20000004768372,23,7,0,0.000936013,0,0,
.......................,0,0,23,2,0,0.001749624,0,0,
.......................,0,0,23,6,0,0.000735087,0,0,
.......................,0,0,23,10,0,0.001863795,0,0,
.......................,0,0,23,9,0,0.001100732,0,0,
.......................,0,0,23,6,0,0.001077097,0,0,
........................,0,0,24,19,0,0.002119526,0,0,
........................,0,0,24,16,0,0.002322191,0,0,
...........((((...))))..,-2,-2.5,24,13,0,0.00203029,0,0,
........................,0,0,24,11,0,0.002023153,0,0,
.....(((......))).......,-2,-1.70000004768372,24,13,0,0.002059756,0,0,
.....(((.....)))........,-2,-2.20000004768372,24,13,0,0.002222377,0,0,
........................,0,0,24,10,0,0.002046041,0,0,
.....(((.....)))........,-1,-1,24,8,0,0.002182309,0,0,
........................,0,0,24,13,0,0.002022536,0,0,
........................,0,0,24,11,0,0.002059899,0,0,
.........................,0,0,25,14,0,0.001050532,0,0,
.....((((......))))......,-3,-3,25,12,0,0.002058961,0,0,
(((......))).............,-1,-1,25,12,0,0.002033522,0,0,
.........................,0,0,25,12,0,0.002023749,0,0,
.............(((......))),-1,-1,25,15,0,0.002470548,0,0,
.........................,0,0,25,8,0,0.00196094,0,0,
..........((....)).......,-1,-0.699999988079071,25,8,0,0.000797599,0,0,
....(((.....)))..........,-1,-1.20000004768372,25,5,0,0.001900735,0,0,
.........((((.....))))...,-7,-7.19999980926514,25,14,0,0.00227996,0,0,
.........................,0,0,25,13,0,0.002180643,0,0,
......((((.........))))...,-2,-2.5,26,13,0,0.002210985,0,0,
((((((.......))).)))......,-5,6.90000009536743,26,13,0,0.002267583,0,0,
........(((.........)))...,-2,-2.20000004768372,26,15,0,0.002165667,0,0,
.......(((......))).......,-4,-3.59999990463257,26,18,0,0.002328264,0,0,
..........................,0,0,26,11,0,0.002183508,0,0,
...........(((......)))...,-3,-2.79999995231628,26,9,0,0.002211167,0,0,
................(((...))).,-1,-1.10000002384186,26,14,0,0.002351274,0,0,
........(((((...))))).....,-4,-4.40000009536743,26,12,0,0.001972433,0,0,
....(((....)))(((......))),-3,-2.5,26,16,0,0.00235596,0,0,
...((((...........))))....,-5,-5.30000019073486,26,13,0,0.002252929,0,0,
.........(((......)))......,-3,-2.90000009536743,27,14,0,0.002121801,0,0,
...........................,0,0,27,17,0,0.002041527,0,0,
...........................,0,0,27,14,0,0.002053756,0,0,
........((((.......))))....,-1,-1.20000004768372,27,8,0,0.001975913,0,0,
...........................,0,0,27,14,0,0.002053367,0,0,
....((((.((((...))))...)))),-3,-6.5,27,15,0,0.002055262,0,0,
........((((.........))))..,-2,-2,27,13,0,0.002099848,0,0,
...........................,0,0,27,10,0,0.002227687,0,0,
...........................,0,0,27,14,0,0.002188172,0,0,
............((((......)))).,-3,-3,27,22,0,0.002255359,0,0,
............................,0,0,28,17,0,0.002502953,0,0,
...((......))...............,-1,-0.899999976158142,28,13,0,0.002080819,0,0,
............................,0,0,28,20,0,0.002183421,0,0,
............................,0,0,28,13,0,0.002249183,0,0,
............((((.....))))...,-4,-3.90000009536743,28,16,0,0.00229632,0,0,
............................,0,0,28,13,0,0.002095031,0,0,
...((((.....))))............,-4,-3.59999990463257,28,14,0,0.002232572,0,0,
....((....))................,-1,-0.800000011920929,28,14,0,0.00214387,0,0,
.....(((.........)))........,-2,-1.70000004768372,28,12,0,0.002064788,0,0,
......((((..............)))),-1,-1.29999995231628,28,19,0,0.002579592,0,0,
.......((((.....)))).........,-4,-4.5,29,17,0,0.00219168,0,0,
(((((..........))))).........,-3,-2.70000004768372,29,17,0,0.002186121,0,0,
((((........)))).............,-4,-3.70000004768372,29,12,0,0.001218312,0,0,
.............................,0,0,29,21,0,0.002293032,0,0,
...(((.....)))...............,-2,-2.40000009536743,29,20,0,0.002196869,0,0,
..................((......)).,-2,-1.60000002384186,29,18,0,0.002228253,0,0,
....((........)).............,-2,-1.5,29,13,0,0.002039842,0,0,
.............................,0,0,29,23,0,0.002286946,0,0,
.............................,0,0,29,13,0,0.002063643,0,0,
.(((..................)))....,-2,-1.70000004768372,29,18,0,0.001167511,0,0,
..............(((......)))....,-2,-2.09999990463257,30,15,0,0.002117881,0,0,
..................((......))..,-1,-1.10000002384186,30,29,0,0.001580018,0,0,
...(((.......)))..............,-2,-1.89999997615814,30,19,0,0.002167535,0,0,
...............(((.....)))....,-2,-1.89999997615814,30,23,0,0.002330924,0,0,
..............................,0,0,30,17,0,0.002156323,0,0,
..............................,0,0,30,17,0,0.002201074,0,0,
...((.....))..(((........)))..,-3,-3.59999990463257,30,24,0,0.002273319,0,0,
((.....)).....................,-1,-0.899999976158142,30,24,0,0.003079174,0,0,
.......(((....)))((....)).....,-5,-5.09999990463257,30,22,0,0.002529745,0,0,
...................((((...)))),-2,-2.29999995231628,30,21,0,0.002419256,0,0,
(((......)))...(((......)))....,-3,-2.29999995231628,31,25,0,0.001280399,0,0,
...............................,0,0,31,24,0,0.002164593,0,0,
..............((((.......))))..,-2,-2.40000009536743,31,17,0,0.002167335,0,0,
.....(((((..............)))))..,-9,-9.30000019073486,31,28,0,0.002483834,0,0,
...............................,0,0,31,21,0,0.002247122,0,0,
................(((........))).,-1,-1.20000004768372,31,22,0,0.002203527,0,0,
...(((........)))..............,-3,-2.79999995231628,31,19,0,0.002446628,0,0,
.............(((...........))).,-1,-1.29999995231628,31,15,0,0.001282664,0,0,
...((((...)))).................,-4,-3.90000009536743,31,20,0,0.002173414,0,0,
.....(((((((.........)))))))...,-11,-10.6999998092651,31,21,0,0.002277782,0,0,
.................((((...))))....,-1,-0.600000023841858,32,24,0,0.002396353,0,0,
...........((((.((((....)))))))),-2,-4.80000019073486,32,21,0,0.00134125,0,0,
.((((........))))...............,-4,-3.90000009536743,32,19,0,0.002308282,0,0,
(((......)))....................,-1,-1.20000004768372,32,20,0,0.00118976,0,0,
(((......)))....................,-2,-1.79999995231628,32,20,0,0.00124418,0,0,
................................,0,0,32,25,0,0.002311056,0,0,
..................((((.....)))).,-4,-3.5,32,20,0,0.002308226,0,0,
................................,0,0,32,25,0,0.002423325,0,0,
.......(((((..............))))).,-2,-1.79999995231628,32,21,0,0.002747449,0,0,
...............(((.....)))......,-2,-2.29999995231628,32,21,0,0.001202494,0,0,
....(((............)))...........,-1,-0.800000011920929,33,22,0,0.002242317,0,0,
............((((....)))).........,-3,-3.20000004768372,33,20,0,0.002176149,0,0,
.....((((.....))))...............,-2,-2.29999995231628,33,23,0,0.002182036,0,0,
.........(((((((......)))))))....,-4,-3.90000009536743,33,26,0,0.003236126,0,0,
.(((((....(((...........))).))))),-4,-4.69999980926514,33,19,0,0.002174627,0,0,
....................(((....)))...,-1,-1.39999997615814,33,22,0,0.002189693,0,0,
...............(((......)))......,-3,-3.09999990463257,33,21,0,0.002363177,0,0,
.............((((...)))).........,-2,-1.89999997615814,33,22,0,0.002366729,0,0,
...(((((......)))))..............,-3,-3.40000009536743,33,22,0,0.002359635,0,0,
.................................,0,0,33,22,0,0.001421095,0,0,
............(((...........))).....,-2,-1.89999997615814,34,22,0,0.002254046,0,0,
...((((......)))).................,-5,-5.09999990463257,34,22,0,0.002475161,0,0,
(((.......))).....................,-3,-3.20000004768372,34,27,0,0.002395938,0,0,
..(((....)))......................,-2,-1.79999995231628,34,16,0,0.002180705,0,0,
..................................,0,0,34,33,0,0.002650277,0,0,
.((((....(((.....)))))))..........,-2,10.5,34,19,0,0.001290976,0,0,
.........((((......))))...........,-6,-6,34,32,0,0.003233324,0,0,
......(((.....))).................,-2,-1.89999997615814,34,29,0,0.002541748,0,0,
............(((.......))).........,-3,-2.59999990463257,34,18,0,0.002182289,0,0,
............(((............)))....,-3,-2.59999990463257,34,25,0,0.002202308,0,0,
........................((....))...,-1,-1.29999995231628,35,27,0,0.002336363,0,0,
..........(((......))).............,-1,-0.899999976158142,35,28,0,0.002448128,0,0,
......(((((..................))))).,-2,-1.89999997615814,35,23,0,0.002252073,0,0,
..........(((.....)))..............,-1,-1.29999995231628,35,26,0,0.002343234,0,0,
.(((....(((......))).....))).......,-5,-7.09999990463257,35,28,0,0.00247323,0,0,
......(((........)))...............,-2,-1.60000002384186,35,18,0,0.001264249,0,0,
((......))..(((...)))...(((.....))),-4,-3.59999990463257,35,33,0,0.002752531,0,0,
...................................,0,0,35,27,0,0.002283358,0,0,
................((((.........))))..,-1,-1,35,23,0,0.002245857,0,0,
...................................,0,0,35,29,0,0.00247655,0,0,
....................................,0,0,36,27,0,0.001255758,0,0,
...............(((((......))))).....,-8,-8.39999961853027,36,31,0,0.00169866,0,0,
.......(((((.......)))))............,-3,-2.59999990463257,36,28,0,0.002443237,0,0,
..((((..............))))............,-2,-1.60000002384186,36,26,0,0.002320632,0,0,
....................................,0,0,36,31,0,0.002446419,0,0,
..((((..............))))............,-2,-2,36,27,0,0.002821847,0,0,
(((....)))((((..............))))....,-8,-8.39999961853027,36,28,0,0.002561438,0,0,
.((((........))))...................,-7,-7.30000019073486,36,28,0,0.002496587,0,0,
.................(((.....)))........,-2,-1.79999995231628,36,26,0,0.003217592,0,0,
..........................((....))..,-1,-1.39999997615814,36,27,0,0.001257495,0,0,
.....................................,0,0,37,30,0,0.002448588,0,0,
........((((((.......)))...))).......,-3,4,37,32,0,0.002380292,0,0,
(((((............(((...))).....))))).,-4,-4.09999990463257,37,33,4,0.003037752,10,1,
..(((...((.....))......)))...........,-2,-3.40000009536743,37,28,0,0.00148702,0,0,
.(((((....)))))......................,-6,-5.5,37,24,0,0.001272471,0,0,
.....(((................)))..........,-1,-0.600000023841858,37,25,0,0.002413401,0,0,
...............(((........)))........,-2,-2.40000009536743,37,29,0,0.002517311,0,0,
......(((((((........))))))).........,-12,-12,37,33,8,0.003062063,16,0,
.(((((....((((....))))........)))))..,-10,-10,37,33,0,0.001648778,0,0,
.................(((.............))).,-3,-3,37,24,0,0.002235638,0,0,
...(((......))).......................,-2,-2.40000009536743,38,31,0,0.002316103,0,0,
.......(((((...........)))))..........,-6,-5.59999990463257,38,31,0,0.002626875,0,0,
..........((((.....))))...............,-6,-6.40000009536743,38,37,0,0.00153152,0,0,
...............((((........)))).......,-6,-5.5,38,29,0,0.002444471,0,0,
.((........))..(((......)))...........,-4,-3.59999990463257,38,34,0,0.00277519,0,0,
..................(((......)))........,-3,-2.59999990463257,38,34,0,0.001590696,0,0,
......................(((....)))......,-2,-2.09999990463257,38,23,0,0.002271749,0,0,
((((.......(((....))).....))))........,-6,-7.59999990463257,38,22,0,0.002459177,0,0,
..........((((...................)))).,-3,-3.40000009536743,38,29,0,0.003325067,0,0,
........((((.........)))).............,-4,-3.59999990463257,38,23,0,0.002880752,0,0,
..............(((......))).............,-1,-1.29999995231628,39,36,0,0.002767536,0,0,
..........(((.....)))..................,-2,-1.70000004768372,39,31,0,0.002529106,0,0,
.................(((......)))..........,-4,-4.30000019073486,39,32,0,0.002450517,0,0,
(((.....)))............................,-3,-3,39,33,0,0.001490815,0,0,
.......(((((((.......)))))))...........,-9,-8.60000038146973,39,29,0,0.002511465,0,0,
.....(((.....)))...(((((......)))))....,-8,-8.5,39,34,0,0.002932348,0,0,
.......................................,0,0,39,30,0,0.002454552,0,0,
..(((((((((.....)))))..))))............,-9,-10.8999996185303,39,38,0,0.002990902,0,0,
.(((......)))...(((.........)))........,-5,-5.19999980926514,39,34,0,0.003631844,0,0,
.............................(((....))),-3,-2.79999995231628,39,31,0,0.002483164,0,0,
.........................(((.....)))....,-4,-4,40,33,0,0.002776409,0,0,
...((((....)))).........................,-4,-4.5,40,29,0,0.0025956,0,0,
...................((((....)))).........,-1,-1.29999995231628,40,38,0,0.00139622,0,0,
(((........)))..........................,-1,-0.899999976158142,40,34,0,0.002617047,0,0,
............(((...............))).......,-2,-2.29999995231628,40,29,0,0.002644346,0,0,
...((......))..((((......))))...........,-7,-6.59999990463257,40,43,0,0.001828548,0,0,
......((((((......))))))................,-8,-7.80000019073486,40,37,0,0.002541755,0,0,
......(((.......)))........((((.....)))),-5,-5,40,35,0,0.002594825,0,0,
............((((((.........)))))).......,-2,-2,40,38,0,0.002998907,0,0,
.........................((.....))......,-1,-0.600000023841858,40,37,0,0.002973197,0,0,
......................(((.......)))......,-3,-2.79999995231628,41,39,0,0.002676661,0,0,
((((...(((((((....)))).)))).)))..........,-11,2.5,41,45,4,0.003486992,10,1,
..................(((........))).........,-5,-4.59999990463257,41,40,0,0.003118269,0,0,
.....(((.................))).............,-3,-2.59999990463257,41,39,0,0.0025024,0,0,
.............................((((....)))),-1,-1.20000004768372,41,35,0,0.002533367,0,0,
(((....)))...............................,-2,-2.20000004768372,41,43,0,0.001780601,0,0,
..................(((....))).............,-4,-3.59999990463257,41,34,0,0.002506354,0,0,
...................((((....))))..........,-2,-2,41,43,0,0.002843403,0,0,
..........................((((((...)))))),-4,-3.90000009536743,41,32,0,0.002620109,0,0,
........(((........)))...(((...))).......,-6,-6.59999990463257,41,39,0,0.002998496,0,0,
...................(((((......))))).......,-8,-8.39999961853027,42,34,0,0.002333012,0,0,
(((..........)))..(((...(((.....))).)))...,-6,-3.70000004768372,42,48,0,0.002878455,0,0,
..........................(((((.....))))).,-3,-3.29999995231628,42,36,0,0.002578758,0,0,
..(((...........)))...(((......)))........,-5,-4.5,42,36,0,0.002628763,0,0,
..........................................,0,0,42,36,0,0.002776746,0,0,
....((((.....(((.....))))...........)))...,-5,15.1999998092651,42,28,0,0.002629736,0,0,
........(((....)))........................,-4,-3.90000009536743,42,30,0,0.002588897,0,0,
............................(((....)))....,-2,-2.09999990463257,42,26,0,0.001395968,0,0,
.......(((((...........)))))..............,-5,-4.90000009536743,42,43,0,0.00287421,0,0,
...........(((((......))))).((((...))))...,-5,-4.69999980926514,42,46,0,0.003587351,0,0,
.........................(((.........)))...,-2,-2.09999990463257,43,31,0,0.001492404,0,0,
.((((((......)).....))))...................,-7,-5.80000019073486,43,42,0,0.003115567,0,0,
((......)).................................,-2,-1.5,43,50,0,0.002975845,0,0,
..........((((........................)))).,-3,-2.59999990463257,43,24,0,0.002874869,0,0,
...(((.(((............)))))).(((....)))....,-6,-9.5,43,34,0,0.002715365,0,0,
............(((....))).....................,-2,-1.89999997615814,43,30,0,0.002459876,0,0,
..(((....((((........)))..)))).............,-3,18.6000003814697,43,35,0,0.001590321,0,0,
.........((((.....)))).....................,-2,-2.29999995231628,43,34,0,0.003012479,0,0,
....................((((.......))))........,-3,-3.09999990463257,43,44,0,0.001814987,0,0,
....((((..((((((......))))..)))))).........,-9,8.39999961853027,43,38,6,0.00307526,12,0,
.........((((((((........))))....)))).......,-6,9.89999961853027,44,50,4,0.003323925,12,2,
(((.....(((..........))).)))................,-3,0.699999988079071,44,47,0,0.003103118,0,0,
...((((.......((.....))........)))).........,-3,-4.80000019073486,44,34,0,0.002601427,0,0,
...(((...)))..(((...................))).....,-2,-2,44,39,0,0.002597507,0,0,
.......(((..........))).....................,-1,-1.29999995231628,44,33,0,0.002589362,0,0,
.............(((...............)))..........,-1,-1.39999997615814,44,33,0,0.002727242,0,0,
((((......((....))....))))..................,-3,-4,44,42,0,0.001783927,0,0,
....(((............)))......................,-4,-3.5,44,42,0,0.00267498,0,0,
....................(((....)))..............,-2,-1.70000004768372,44,39,0,0.002728285,0,0,
...........................((((...))))......,-2,-1.70000004768372,44,49,0,0.002945547,0,0,
..........................(((........))).....,-2,-1.89999997615814,45,47,0,0.003312034,0,0,
(((((.............((.....)).....)))))........,-3,-1.89999997615814,45,46,0,0.005090797,0,0,
......(((...))).(((.....)))..................,-6,-6.30000019073486,45,43,0,0.003165246,0,0,
......(((........)))...........(((....)))....,-5,-4.80000019073486,45,45,0,0.003309412,0,0,
......((((..((((......))))......)))).........,-7,-7.19999980926514,45,43,7,0.003665416,14,0,
((((..((((...............))))))))............,-7,-8.80000019073486,45,52,0,0.003804236,0,0,
......((((............))))...................,-3,-2.70000004768372,45,40,0,0.002736226,0,0,
((((..((((......))))..........))))...........,-7,-7.09999990463257,45,44,0,0.003000959,0,0,
.......((((.........................)))).....,-1,-1.29999995231628,45,46,0,0.002692291,0,0,
............((((((.......))))))..............,-7,-6.69999980926514,45,42,0,0.002912698,0,0,
..................(((.................))).....,-1,-0.699999988079071,46,43,0,0.001742582,0,0,
..............((((......))))..................,-1,-0.800000011920929,46,38,0,0.002555029,0,0,
................(((..........)))..............,-2,-1.70000004768372,46,52,0,0.004068083,0,0,
.........(((......(((((...))..)))..)))........,-5,3.09999990463257,46,44,0,0.002867589,0,0,
.....(((((...........)))))..(((.......))).....,-7,-6.5,46,42,0,0.002606555,0,0,
..............................................,0,0,46,48,0,0.003056801,0,0,
.....((......))...............................,-1,-0.699999988079071,46,40,0,0.002588455,0,0,
((((((...)))))).........(((...))).............,-6,-5.69999980926514,46,40,0,0.002524443,0,0,
.............................(((....))).......,-1,-1.20000004768372,46,41,0,0.002590227,0,0,
..((......))...............(((..........)))...,-2,-1.39999997615814,46,47,0,0.003029438,0,0,
((((((...))).....)))...........................,-4,-4.09999990463257,47,33,4,0.002988013,10,1,
........((((((((((..........))))........)))))).,-9,-8.89999961853027,47,53,0,0.003422918,0,0,
...................................(((.....))).,-1,-1.39999997615814,47,55,0,0.003244042,0,0,
...........(((...))).........((((......))))....,-4,-3.90000009536743,47,48,0,0.004031851,0,0,
...........(((............)))..................,-1,-1.29999995231628,47,43,0,0.003050803,0,0,
...............................................,0,0,47,48,0,0.002821171,0,0,
(((...............))).(((....)))...............,-4,-3.5,47,47,0,0.002978887,0,0,
...............((((..((......)).........))))...,-6,-5.40000009536743,47,52,0,0.001951741,0,0,
....(((..(((((...))).........))))).............,-7,14.1999998092651,47,48,4,0.00382879,8,0,
.....((((.........(((...............)))))))....,-4,5.69999980926514,47,42,0,0.002912409,0,0,
....(((((............))))).......((((......)))).,-6,-5.80000019073486,48,42,0,0.002768204,0,0,
............((((......((((..........))))))))....,-7,8.39999961853027,48,49,4,0.003466268,11,1,
...................(((((.......(((...))))))))...,-8,7.90000009536743,48,50,4,0.003852081,10,1,
...((((((........(((........)))...))))))........,-12,-10.8999996185303,48,51,0,0.002400808,0,0,
....(((((........)))))..........................,-6,-5.59999990463257,48,54,0,0.002894337,0,0,
................................................,0,0,48,50,0,0.003013358,0,0,
................(((((((.......)))))))((.....))..,-11,-11.1999998092651,48,53,0,0.003096541,0,0,
...........(((...............)))................,-1,-0.800000011920929,48,55,0,0.002991271,0,0,
.....((((..((((.......))))......))))............,-6,17.7999992370605,48,47,0,0.003402626,0,0,
..((((..............))))..(((((.........)))))...,-9,-9.19999980926514,48,44,0,0.002884981,0,0,
........................((.....)).....(((...)))..,-2,-1.79999995231628,49,45,0,0.001724903,0,0,
..(((..........((((..............)))..)))).......,-3,7.80000019073486,49,52,0,0.003045432,0,0,
.......((((..((((((.........)))).......))))))....,-9,15.1999998092651,49,49,0,0.001958754,0,0,
......................(((...........)))..........,-3,-2.79999995231628,49,48,0,0.002719326,0,0,
.......(((........)))..((((((...........))))))...,-9,-9.39999961853027,49,48,0,0.00302225,0,0,
(((((..........((((...))))........)))))..........,-9,-9.80000019073486,49,52,10,0.004105265,20,0,
..........(((((......))))).......................,-5,-4.69999980926514,49,52,0,0.00440704,0,0,
..((((...))))............((((((...)))))).........,-6,-6.59999990463257,49,55,0,0.003060096,0,0,
.(((......)))....................................,-5,-4.59999990463257,49,45,0,0.002908505,0,0,
(((..........((((....))))....))).......(((...))).,-4,-2.5,49,51,0,0.003150974,0,0,
(((..................)))...(((((......))))).......,-5,-5.09999990463257,50,62,0,0.003397195,0,0,
.......((((((..............)))))).................,-6,-5.5,50,50,0,0.002004503,0,0,
............(((........)))........................,-2,-2.20000004768372,50,57,0,0.003265396,0,0,
..((((((((..............))).....))))).............,-9,-9,50,60,6,0.004168367,12,0,
............((((...)))).(((((................))))),-7,-6.40000009536743,50,58,0,0.002204571,0,0,
