database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
SPR,313,tdbR00000400,71,(((((((.((((................)))).....(((((((...)))))))......)))))))....,0.4375,0.25925925925925924,0.3255813953488372,4.207895416999236
SRP,651,Prop.acne._AE017283,89,((((((....)))...(((((........(((((......))).....(((((................)))))....))))).))))),0.18518518518518517,0.20833333333333334,0.19607843137254902,8.753366036999068
SPR,163,tdbR00000333,75,(((((((.(((...)))....(((.(((((.......))))).....(((((.......))))))))))))))).,0.85,0.7083333333333334,0.7727272727272727,2.9562671559997398
PDB,337,bpRNA_PDB_337,17,.................,0.0,0,0,0.01481234799939557
PDB,179,bpRNA_PDB_179,24,(((((.(((.....)))..))))),0.8,1.0,0.888888888888889,0.02147039999908884
PDB,237,bpRNA_PDB_237,28,((((.....(((....))).....)))),0.6363636363636364,1.0,0.7777777777777778,0.03512196700103232
PDB,323,bpRNA_PDB_323,48,(((((((((...(((((((........))))))).....))))))))),0.7619047619047619,1.0,0.8648648648648648,0.43580060599924764
PDB,355,bpRNA_PDB_355,15,...............,0.0,0,0,0.017372925000017858
SPR,492,tdbR00000370,75,...(((((.((......)).))))).....(((((....)))))...(((((.......)))))...........,0.3333333333333333,0.3888888888888889,0.358974358974359,2.247486354001012
SRP,934,Yers.pest._CP000305,117,((((((((((.......(((((...(((......)))..((((......(((....)))..((((.(((.....)))).....))))))))....)))).)))))))))).......,0.46153846153846156,0.5806451612903226,0.5142857142857143,34.84888072099966
SRP,896,Vibr.fisc._CP000020,111,...(((...........(((....................((((..(((....)))..(((((...)))..))))......)))((((...)))))...))))........,0.16666666666666666,0.4,0.23529411764705882,21.988864523000302
SRP,575,Noca.farc._AP006618,98,...(((((.........(((((.(((((.....(((...)))))))).......(((((...)))))...)))))....((((.....))))))))).,0.2777777777777778,0.15151515151515152,0.19607843137254904,16.634662958000263
PDB,379,bpRNA_PDB_379,59,(((((((((((.........)))))))).........((((....))))..))).....,0.5714285714285714,0.8,0.6666666666666666,0.8138997850001033
PDB,477,bpRNA_PDB_477,112,..((((((......(((.......))).....((((......)))).................(((((.......)))))...(((......))).........))))))..,0.45,1.0,0.6206896551724138,19.591829008000786
SPR,264,tdbR00000432,75,((((..........((......)).(((((((...))))))).....(((((.......)))))...))))....,0.6666666666666666,0.7,0.6829268292682926,3.5248111939999944
PDB,141,bpRNA_PDB_141,23,((((.(((....)))...)))).,0.875,1.0,0.9333333333333333,0.025996820000727894
SRP,907,Wolb.endo._AE017259,101,........(((((((((........((((.........))))..(((((((.................((.....)).)))))))))))))))).......,0.34615384615384615,0.34615384615384615,0.34615384615384615,15.161310486999355
SPR,448,tdbR00000072,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.6666666666666666,1.0,0.8,2.778287494000324
SPR,144,tdbR00000379,90,(((((((..(((...........))).(((((.......))))).((((((....)))))).(((((.......))))))))))))....,1.0,0.625,0.7692307692307693,6.050051882999469
SRP,544,Myco.pneu._AE000044,77,.((((........((((..........))))..(((....))).............................)))).,0.3181818181818182,0.6363636363636364,0.4242424242424242,2.2155922219990316
SPR,482,tdbR00000244,75,.((((((((.((((.......)))).(((((.......))))).....((((.......))))))))))))....,1.0,0.9090909090909091,0.9523809523809523,3.2083529089995864
SPR,374,tdbR00000177,76,..(((((((((.......))((((.......))))))))))).....((((((.......))))))..........,0.3,0.3,0.3,3.219303530999241
SRP,417,Legi.pneu._CR628336,98,.................(((((....................((((.......((((...........)))))....)))).....))))........,0.15625,0.5,0.23809523809523808,7.807324022000103
SRP,922,Xyle.fast._AE009442,103,........(((((........)))))....(((((....(((((....(((....)))..........)))))....)))))(((((........)))))...,0.41935483870967744,0.6190476190476191,0.5,23.176407987999482
SPR,76,tdbR00000374,76,(((((((..((((........))))..((((.(((...)))).)))...((((.......)))).)))))))....,0.9047619047619048,0.76,0.8260869565217391,3.9269888420003554
PDB,573,bpRNA_PDB_573,119,(((((((((....(((((...(((.....)))......))))).......(((...(((((....))))).)))..((........))..((((((.....))))))...))))))))),0.6829268292682927,0.8235294117647058,0.7466666666666667,20.716063306999786
PDB,634,bpRNA_PDB_634,94,((((...........((((......((((((......)))).)).((((....)))))))).((((......)))).............)))).,0.2571428571428571,0.5625,0.3529411764705882,8.018302980999579
SRP,160,Camp.jeju._CP000768,103,((((((((((........(((((((.((((...((((..............))))........))))...)))))))............))))))))))....,0.7,0.84,0.7636363636363636,14.208954978001202
PDB,169,bpRNA_PDB_169,34,(((((.........)))))...............,0.45454545454545453,1.0,0.625,0.0634726900007081
SPR,523,tdbR00000323,75,(((((...................((((((.......))))))....(((((.......)))))..)))))....,0.8,1.0,0.888888888888889,2.4136483790007333
PDB,290,bpRNA_PDB_290,22,((((..(((....)))..)))),0.875,1.0,0.9333333333333333,0.025962694999179803
SRP,229,Cory.jeik._CR931997,91,...(((((((((((.........))))..(((.((((...)))................(((....)))))))...)))))))........,0.36,0.375,0.3673469387755102,12.150966471999709
PDB,202,bpRNA_PDB_202,14,(((((....))))),0.8333333333333334,1.0,0.9090909090909091,0.015470880000066245
SPR,424,tdbR00000532,75,(((((((.(((.((((........)))).)))....(((....))).(((((.......))))))))))))....,0.6190476190476191,0.5416666666666666,0.5777777777777778,2.7242844339998555
PDB,298,bpRNA_PDB_298,29,((((.....................)))),0.36363636363636365,1.0,0.5333333333333333,0.028736797999954433
PDB,430,bpRNA_PDB_430,20,....................,0.0,0,0,0.016922042001169757
PDB,20,bpRNA_PDB_20,27,((((...((((....))))....)))),0.8,1.0,0.888888888888889,0.03163422299985541
SPR,485,tdbR00000423,86,.(((((((..(((..........))).(((((.......))))).((((...))))..(((((.......))))))))))))....,0.9523809523809523,0.7142857142857143,0.8163265306122449,5.5134835350017966
SPR,535,tdbR00000490,74,(((((((....................(((((.......)))))....(((.......)))..)))))))....,0.5238095238095238,0.7333333333333333,0.611111111111111,3.900414787000045
SPR,44,tdbR00000354,76,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,3.343654102000073
SRP,559,Neis.gono._DD110233,92,(((((....))))).((((..((((((...((((.....((((....))))...))))..)))))).........)))).((......))..,0.41935483870967744,0.7222222222222222,0.5306122448979592,16.04206247699949
PDB,258,bpRNA_PDB_258,23,......(((.....)))......,0.3,1.0,0.4615384615384615,0.024618874000225333
PDB,113,bpRNA_PDB_113,24,(((((.(((.....)))..))))),0.8,1.0,0.888888888888889,0.021458211000208394
SPR,46,tdbR00000156,77,(((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,2.4301259250005387
SRP,359,Heli.pylo._BD010626,99,........(((((...)))))...((((((........................((((...))))))...........(((......))))...)))..,0.1875,0.42857142857142855,0.26086956521739124,12.432401861999097
PDB,176,bpRNA_PDB_176,19,(((((.........))))),0.7142857142857143,1.0,0.8333333333333333,0.019459638999251183
PDB,482,bpRNA_PDB_482,68,(((((((.....(((((.......)))))..........(((.............)))..))))))).,0.5357142857142857,1.0,0.6976744186046512,1.758107984000162
SRP,435,Leis.dono._AY781794,138,...........(((((....((((....((((..((((..(((((.......)))).............))))............)))).(((((((....))))))))))))..)))))..................,0.5,0.15555555555555556,0.23728813559322035,90.11888231400007
SPR,414,tdbR00000416,85,(((((..(((((((((.........)))).)))))..........(((...)))...(((((.......)))))..)))))....,0.47619047619047616,0.38461538461538464,0.42553191489361697,4.1733085209998535
SRP,536,Myco.hyop._AE017332,101,...........((((((((................(((..................))).((((...........))))))))))))..............,0.25,0.4375,0.3181818181818182,18.600954696999906
PDB,116,bpRNA_PDB_116,17,(((((.......))))),0.7142857142857143,1.0,0.8333333333333333,0.01596273999894038
SPR,451,tdbR00000486,77,(((((((.......((((....))))..((((.......))))......(((((.......))))))))))))....,0.7619047619047619,0.8,0.7804878048780488,3.017111990000558
SRP,932,Yers.pest._AJ414155,98,.........(((((...(((......)))..((((......(((....)))....(((.((((...))))........)))))....))))....))),0.3225806451612903,0.47619047619047616,0.3846153846153846,12.478636035000818
PDB,102,bpRNA_PDB_102,17,(((((((...))))))),0.8571428571428571,0.8571428571428571,0.8571428571428571,0.019311300999106606
PDB,445,bpRNA_PDB_445,76,(((((((..((((........)))).(((((((...)))))))...........(((....))).)))))))....,0.6956521739130435,0.6956521739130435,0.6956521739130435,3.065115063000121
SRP,567,Neph.oliv._AF137379,101,(((((((....................(((.......)))...(((....))).....................................)))))))....,0.30303030303030304,0.9090909090909091,0.45454545454545453,22.035792964999928
SPR,421,tdbR00000496,75,.........((((.......)))).((((....))))...........((((.......))))..((.....)).,0.38095238095238093,0.5714285714285714,0.4571428571428571,2.529298681
SRP,785,Stap.epid._AE016751,101,...((((.........((((((((((....(((......)))....((((....................))))))...)))).))))..)))).......,0.2727272727272727,0.42857142857142855,0.33333333333333326,11.53947118600081
SRP,730,Salm.ente._CP000026,118,((((((...((((.........))))(((((.(((..........))).(((....)))....((((.((((...........)))).....)))))))))...))))))........,0.34210526315789475,0.5,0.40625000000000006,41.01219842200044
SPR,603,tdbR00000509,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,4.058239404999767
PDB,21,bpRNA_PDB_21,17,.................,0.0,0,0,0.015041360000395798
SPR,389,tdbR00000505,76,.((((((..((((........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,3.9637326880001638
PDB,150,bpRNA_PDB_150,22,(((((((((....))))))))),0.9,1.0,0.9473684210526316,0.02418033800131525
SRP,530,Myco.gall._AE016968,82,.((((((((......(((.........)))....................(((........))).....)))))))).....,0.30434782608695654,0.5,0.3783783783783784,4.820463797001139
SPR,118,tdbR00000122,75,(((((((...................(((((((...)))))))....(((((.......))))))))))))....,0.8095238095238095,0.8095238095238095,0.8095238095238095,2.49250526600008
SPR,145,tdbR00000429,76,(((((((..((((........)))).(((((.......))))).......(((.......)))..)))))))....,0.9047619047619048,1.0,0.9500000000000001,2.7942335900006583
SRP,706,Rick.feli._CP000053,103,......(((((((((....(((.......)))......................(((((..((((.......))))........)))))))))...)))))..,0.2571428571428571,0.47368421052631576,0.3333333333333333,13.229511919000288
SPR,353,tdbR00000475,76,(((((((..((((.(((.....))).(((((...))))))))).....(((((((...))))))))))))))....,1.0,0.625,0.7692307692307693,3.218908979000844
PDB,123,bpRNA_PDB_123,20,..(((((((....))))))),0.875,1.0,0.9333333333333333,0.0169215140012966
PDB,127,bpRNA_PDB_127,27,...((((........))))........,0.0,0.0,0,0.028088708000723273
SPR,227,tdbR00000127,65,..........................(((((...)))))............((.........)).,0.15,0.3333333333333333,0.20689655172413793,1.895569266000166
PDB,405,bpRNA_PDB_405,40,(((((((...((((((.....))))))......))))))),0.7647058823529411,1.0,0.8666666666666666,0.06617200599976059
SRP,279,Ehrl.cani._CP000107,82,(((((((((((......((((.........))))..............))).........((....))..))))))))....,0.3333333333333333,0.4444444444444444,0.380952380952381,4.780039512999792
SRP,647,Proc.mari._CP000552,81,.........(((((((......)))...((((.............))))....(((.((((.....)))).)))..)))).,0.25,0.4,0.3076923076923077,3.8780719059996045
SRP,793,Stre.agal._AL766845,77,.((((((((((((..........(((.....(((....))).....)))..........))))))).))))).....,0.6956521739130435,0.8421052631578947,0.761904761904762,3.2234148330007883
PDB,326,bpRNA_PDB_326,42,((((((..((((.((((.....))))...))))...)))))),0.8235294117647058,1.0,0.9032258064516129,0.1775401270006114
SRP,901,Vibr.vuln._BA000037,94,..........(((....(((((........(((.((...)))))....((((.((((.....)))))....))))..........)))).))).,0.07407407407407407,0.07692307692307693,0.07547169811320754,10.385062139999718
SRP,169,Caul.cres._AE005700,102,....(((((..((((...))))...(((...))).....)))))..(((....))).....(((.....))).((........))(((....))).......,0.18181818181818182,0.16666666666666666,0.17391304347826086,15.704218943999877
PDB,404,bpRNA_PDB_404,39,(((((((......(((((...)))))......))))))),0.7058823529411765,1.0,0.8275862068965517,0.14926836399899912
SPR,171,tdbR00000158,77,((((.....((((.........)))).(((((.......)))))......((((.......))))....))))....,0.8095238095238095,1.0,0.8947368421052632,3.088690430000497
SRP,767,Sphi.alas._CP000356,92,(((((....))))).((((..((((((...((((.....((((....))))...))))..)))))).........)))).((......))..,0.41935483870967744,0.7222222222222222,0.5306122448979592,15.995052297001166
SRP,573,Nitr.mult._CP000103,113,......((((.......((((((.(((((..((((..........))))(((....)))..((((((((((((....)))))....)))).))))))))))))))))))....,0.41025641025641024,0.5925925925925926,0.4848484848484849,55.98539161400004
PDB,292,bpRNA_PDB_292,34,(((((((((((............))))))))))),0.7857142857142857,1.0,0.88,0.11346394199972565
SPR,420,tdbR00000485,77,.((((((.......((((....))))..((((.......))))......(((((.......))))))))))).....,0.7142857142857143,0.7894736842105263,0.7500000000000001,2.824697787000332
PDB,126,bpRNA_PDB_126,42,...............((((....))))...............,0.25,1.0,0.4,0.12195571600022959
PDB,82,bpRNA_PDB_82,22,...((((....)))).......,0.5,1.0,0.6666666666666666,0.024198733999583055
SRP,656,Pseu.aeru._CP000438,104,....((((....................(((((.....(((....)))..(((((.....((((..........)))))....)))))..))))..))))....,0.17857142857142858,0.25,0.20833333333333331,28.32091353099895
SRP,538,Myco.lepr._AL583925,92,(((((((((((.........((((..........))))((((.....))))........................)))))))))))......,0.44,0.55,0.48888888888888893,12.492141572000037
SPR,619,tdbR00000041,75,.................((((.....(((((...)))))))))....(((((.......)))))..((....)).,0.47619047619047616,0.5,0.4878048780487805,4.02088126200033
SRP,643,Proc.mari._BX572093,100,.(((((((....((((..........(((..((((.............))))(((((((....))).))))...)))..)))).....))))))).....,0.35714285714285715,0.37037037037037035,0.36363636363636365,10.105951248000565
SPR,445,tdbR00000232,88,(((((((..(((...........))).(((((.......)))))................(((((.......))))))))))))....,1.0,1.0,1.0,6.165577212999779
SPR,288,tdbR00000103,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.42857142857142855,0.391304347826087,0.4090909090909091,2.909487638000428
SPR,318,tdbR00000132,74,(((((((.......((((.......(((((...)))))))))....(((((.......))))))))))))....,0.85,0.68,0.7555555555555556,2.4154344469989155
SPR,587,tdbR00000069,76,(((......((((........)))).(((((.......))))).....(((((.......)))))....)))....,0.85,1.0,0.9189189189189189,2.9178276300008292
SRP,688,Rals.sola._AL646052,101,.(((((((.........)))(((.........(((((....(((....)))....)))....)))).....))))).(((.((((...)))......)))),0.28125,0.47368421052631576,0.35294117647058826,19.35540260200105
SPR,170,tdbR00000140,77,((((((((..((((........)))).(((((.......)))))......((((.......)))).))))))))...,0.9523809523809523,0.9523809523809523,0.9523809523809523,2.1330236619996867
SPR,505,tdbR00000144,76,.((((......................(((((...)))))))))....(((...........)))...........,0.38095238095238093,0.6666666666666666,0.4848484848484849,2.7838562239994644
PDB,380,bpRNA_PDB_380,15,((((.......)))),0.6666666666666666,1.0,0.8,0.016004053999495227
PDB,253,bpRNA_PDB_253,67,(((((((((...(((((.......)))))..........(((...))))))))))))..........,0.25925925925925924,0.875,0.39999999999999997,1.7048905659994489
SRP,341,Haem.infl._L42023,32,............(((....)))..........,0.42857142857142855,1.0,0.6,0.031222384999637143
PDB,61,bpRNA_PDB_61,27,(((.....................))),0.2727272727272727,1.0,0.42857142857142855,0.02298061999863421
SPR,431,tdbR00000148,76,.(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.8095238095238095,1.0,0.8947368421052632,2.5362401620004675
PDB,572,bpRNA_PDB_572,55,((((..........(((((..(((............)))))...)))....)))),0.375,1.0,0.5454545454545454,0.8176928280008724
SPR,239,tdbR00000043,78,(((((((.......((((((((((.....))))))...........))))(((((.......))))))))))))....,0.5714285714285714,0.46153846153846156,0.5106382978723405,3.6818710079987795
PDB,29,bpRNA_PDB_29,43,(((....(((.((...)))))...........)))........,0.125,0.3333333333333333,0.18181818181818182,0.20303714900001069
SRP,855,Ther.ther._AP008226,105,.((((((((.((((((..((((((...)).....((((.......)))).........))))...(((((........)))))))))))....))))))))....,0.5142857142857142,0.6923076923076923,0.5901639344262295,49.56901615800052
SPR,396,tdbR00000614,78,(((((((..(((((........)))))(((((........))))).....(((((.......))))))))))))....,0.9523809523809523,0.8695652173913043,0.909090909090909,7.3347245160002785
SRP,652,Prun.arme._CB819242,67,.........((((.((((...))))....)))).............(((((.......)))))....,0.375,0.14285714285714285,0.20689655172413796,1.9832494389993371
PDB,4,bpRNA_PDB_4,38,((((((((((...((((....))))))))...)))))),1.0,1.0,1.0,0.1182869540007232
SRP,253,Dein.geot._CP000359,32,..............(((....)))........,0.42857142857142855,1.0,0.6,0.052067717999307206
SPR,528,tdbR00000408,85,(((......)))..........(((((.................((((...))))..(((((.......))))).....))))).,0.47619047619047616,0.47619047619047616,0.47619047619047616,4.8036099420005485
SPR,573,tdbR00000420,85,(((((((..(((..........))).(((((.......))))).((((...))))..(((((.......))))))))))))....,0.9090909090909091,0.7142857142857143,0.8,6.364423832999819
