database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
SPR,124,tdbR00000060,75,(((((((....((((...))))....(((((.......)))))....(((((.......))))))))))))....,0.8571428571428571,0.782608695652174,0.8181818181818182,3.836594087002595
SRP,703,Rhod.spha._CP000577,42,....((...((((...)).))))..((......)).......,0.4,0.36363636363636365,0.380952380952381,0.19626153399804025
PDB,16,bpRNA_PDB_16,38,(((((.......((((....)))).........))))),0.5625,1.0,0.72,0.11710622800092096
PDB,271,bpRNA_PDB_271,94,(((...........(((...(((.....)))......))).(((.((((....)))))))..((((......))))..............))).,0.4166666666666667,0.75,0.5357142857142857,10.537706290997448
SRP,178,Chla.pneu._AE001363,116,..(((((((((...((((.......))))..((((..........)))).(((..(((...))).)))..........(((((((...)))))))......)))))))))......,0.3,0.24324324324324326,0.26865671641791045,56.33634702799827
PDB,106,bpRNA_PDB_106,32,(((((.........))))).............,0.5,1.0,0.6666666666666666,0.09421410399954766
PDB,325,bpRNA_PDB_325,17,(((((......))))).,0.8333333333333334,1.0,0.9090909090909091,0.03394482400108245
PDB,195,bpRNA_PDB_195,29,((((((((.((((....)))))))))))),1.0,0.7142857142857143,0.8333333333333333,0.06652171600217116
SRP,914,Xant.camp._DQ256493,98,.((((((((((...)))))....(((((....(((((....(((....)))..........)))))....)))))(((((........)))))))))),0.4482758620689655,0.5,0.4727272727272727,35.44265620299848
SPR,398,tdbR00000615,77,(((((((..((((((((.....))))....))))...((((....))))(((((.......))))))))))))....,0.8571428571428571,0.6,0.7058823529411764,8.768764569998893
SRP,414,Lact.sali._CP000233,31,.........(((....)))............,0.42857142857142855,1.0,0.6,0.04789233900010004
SRP,840,Thal.pseu._EF067921,90,(((((((.............((((((.......(((...(((....)))))).......))))))(((......)))......))))))),0.4090909090909091,0.3333333333333333,0.36734693877551017,39.844461151998985
SPR,121,tdbR00000261,87,(((((....(((...........))).(((((.......))))).((((....))))..(((((.......)))))..)))))....,0.8571428571428571,0.6923076923076923,0.7659574468085107,8.271750684998551
SPR,371,tdbR00000216,85,(((......(((.....)))...))).(((((.......)))))............((((((.......))))))..........,0.65,0.7647058823529411,0.7027027027027027,6.351970589999837
PDB,204,bpRNA_PDB_204,47,((......(((...))...))).((((........))))........,0.10526315789473684,0.4,0.16666666666666666,0.22091552699930617
SRP,598,Para.bras._EH652573,127,...(((((.........)))))(((((..((((((.......((((..((((.....((((((..........)))))...))))....))))........)))))).......)))))).......,0.38095238095238093,0.1702127659574468,0.2352941176470588,232.99451100100123
PDB,203,bpRNA_PDB_203,32,..((((.....)))).................,0.0,0.0,0,0.054844115002197213
PDB,312,bpRNA_PDB_312,102,........(((((........)))))..............................(((..(((((......)))...(((((.....))))).)))))...,0.22580645161290322,0.2916666666666667,0.2545454545454545,15.082413521002309
PDB,149,bpRNA_PDB_149,27,((((...((((....))))....)))),0.8,1.0,0.888888888888889,0.0524478689985699
SRP,854,Ther.ther._AE017306,102,(((((((.((((((..((((((...)).....((((.......)))).........))))...(((((........)))))))))))....)))))))....,0.5,0.68,0.576271186440678,195.4489455749972
PDB,394,bpRNA_PDB_394,62,(((((.(((..(((......((...)))))...((((....))))........)))))))).,0.625,1.0,0.7692307692307693,1.715761763000046
SRP,481,Magn.magn._AP007255,58,........((((......)))).....((((.(((.(((((....))))))).))))),0.0,0.0,0,1.0565908640019188
SRP,322,Geob.meta._CP000148,91,.(((((((((..(((((..............)))))...(((....))).(((((..........))))).......))))))))).....,0.5,0.5416666666666666,0.52,18.56122639500245
SPR,481,tdbR00000263,86,.(((((....(((...........))).(((((.......))))).(((....)))..(((((.......)))))..)))))....,0.8571428571428571,0.75,0.7999999999999999,7.3303082439997524
SPR,320,tdbR00000172,77,(((((((................(((((..........)))))......(((((.......))))))))))))....,0.6,0.8571428571428571,0.7058823529411764,3.2423885259995586
PDB,388,bpRNA_PDB_388,27,..........((......)).......,0.2222222222222222,1.0,0.3636363636363636,0.039338932001555804
SRP,531,Myco.geni._BD439871,97,........((((.........))))...............(((....))).....((((((......))))))........................,0.1,0.375,0.15789473684210528,10.838343075000012
SPR,475,tdbR00000421,85,(((((((..(((..........))).(((((.......))))).((((...))))..(((((.......))))))))))))....,0.9523809523809523,0.7142857142857143,0.8163265306122449,5.998110339001869
PDB,496,bpRNA_PDB_496,94,((((..........(((...(((.....)))......))).((((.(((....)))))))..((((......)))).............)))).,0.45714285714285713,0.7619047619047619,0.5714285714285714,11.122536514001695
SRP,935,Yers.pest._CP000308,117,((((((((((.......(((((...(((......)))..((((......(((....)))..((((.(((.....)))).....))))))))....)))).)))))))))).......,0.46153846153846156,0.5806451612903226,0.5142857142857143,148.50751458099694
SPR,61,tdbR00000453,76,(((((((..((((........)))).(((((.......))))).....(((.......)))....)))))))....,0.7619047619047619,0.8888888888888888,0.8205128205128205,4.04871045300024
PDB,230,bpRNA_PDB_230,41,......((((((((((......)))))))))).........,0.5555555555555556,1.0,0.7142857142857143,0.18499177400008193
SPR,34,tdbR00000029,73,(((((((..((((......))))....((((((...(((.........)))..))))))...)))))))....,0.55,0.5,0.5238095238095238,3.067316185999516
PDB,330,bpRNA_PDB_330,36,..(((((............)))))............,0.5555555555555556,1.0,0.7142857142857143,0.17441732800216414
PDB,297,bpRNA_PDB_297,76,(((((((..((((........)))).(((((.......)))))((((((......))).)))...)))))))....,0.5714285714285714,0.8,0.6666666666666666,3.940841386000102
PDB,225,bpRNA_PDB_225,45,........(((((((((((....)))))))))))...........,0.55,1.0,0.7096774193548387,0.3472508450031455
PDB,70,bpRNA_PDB_70,13,.............,0.0,0,0,0.026586195999698248
SPR,577,tdbR00000482,75,(((((((..........................(((((((....))))..)))...........)))))))....,0.3333333333333333,0.4666666666666667,0.3888888888888889,3.7455936710030073
SPR,506,tdbR00000145,76,.(((((((.................((((....))))..(((......(((...))).....))))))))))....,0.47619047619047616,0.5555555555555556,0.5128205128205129,2.75983793100022
SRP,432,Leis.dono._AY722734,138,...........(((((....((((....((((..((((..(((((.......)))).............))))............)))).(((((((....))))))))))))..)))))..................,0.5,0.15555555555555556,0.23728813559322035,361.0349305460004
SPR,221,tdbR00000446,78,(((((((..(((............))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,6.13183825699889
SRP,571,Nitr.eutr._CP000450,113,......((((.......((((((.(((((..((((..........))))(((....)))..((((((((((((....)))))....)))).))))))))))))))))))....,0.41025641025641024,0.5925925925925926,0.4848484848484849,228.92200462899928
PDB,306,bpRNA_PDB_306,25,....((((((......))))))...,0.6666666666666666,1.0,0.8,0.05293436300053145
SPR,415,tdbR00000417,85,(((((((((((..........((((....))))...........((((...))))..(((((.......)))))))))))))))),0.5714285714285714,0.41379310344827586,0.48000000000000004,5.7820120959986525
PDB,612,bpRNA_PDB_612,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.5185185185185185,1.0,0.6829268292682926,3.009279769998102
SRP,306,Ferv.nodo._CP000771,35,...((((.......)))).................,0.0,0.0,0,0.07672657600051025
SRP,205,Clos.acet._AE007525,103,..........(((((..(((((...........)))))......((((((....................)))))).....))))).................,0.2727272727272727,0.5625,0.36734693877551017,17.58992999900147
SRP,525,Myco.bovi._BX248347,59,.......((((...(((....))).....................(((....))))))),0.42857142857142855,0.2,0.27272727272727276,1.453017763000389
SPR,313,tdbR00000400,71,(((((((.((((................)))).....(((((((...)))))))......)))))))....,0.4375,0.25925925925925924,0.3255813953488372,4.251352159000817
SRP,651,Prop.acne._AE017283,89,((((((....)))...(((((........(((((......))).....(((((................)))))....))))).))))),0.18518518518518517,0.20833333333333334,0.19607843137254902,11.977328067998315
SPR,163,tdbR00000333,75,(((((((.(((...)))....(((.(((((.......))))).....(((((.......))))))))))))))).,0.85,0.7083333333333334,0.7727272727272727,3.9107292010012316
PDB,337,bpRNA_PDB_337,17,.................,0.0,0,0,0.032283240998367546
PDB,179,bpRNA_PDB_179,24,(((((.(((.....)))..))))),0.8,1.0,0.888888888888889,0.0379160470001807
PDB,237,bpRNA_PDB_237,28,((((.....(((....))).....)))),0.6363636363636364,1.0,0.7777777777777778,0.05467904399847612
PDB,323,bpRNA_PDB_323,48,(((((((((...(((((((........))))))).....))))))))),0.7619047619047619,1.0,0.8648648648648648,0.41500481099865283
PDB,355,bpRNA_PDB_355,15,...............,0.0,0,0,0.034885370998381404
SPR,492,tdbR00000370,75,...(((((.((......)).))))).....(((((....)))))...(((((.......)))))...........,0.3333333333333333,0.3888888888888889,0.358974358974359,2.3237340779996885
SRP,934,Yers.pest._CP000305,117,((((((((((.......(((((...(((......)))..((((......(((....)))..((((.(((.....)))).....))))))))....)))).)))))))))).......,0.46153846153846156,0.5806451612903226,0.5142857142857143,143.53524806399946
SRP,896,Vibr.fisc._CP000020,111,...(((...........(((....................((((..(((....)))..(((((...)))..))))......)))((((...)))))...))))........,0.16666666666666666,0.4,0.23529411764705882,53.54200132299957
SRP,575,Noca.farc._AP006618,98,...(((((.........(((((.(((((.....(((...)))))))).......(((((...)))))...)))))....((((.....))))))))).,0.2777777777777778,0.15151515151515152,0.19607843137254904,39.07396888400035
PDB,379,bpRNA_PDB_379,59,(((((((((((.........)))))))).........((((....))))..))).....,0.5714285714285714,0.8,0.6666666666666666,0.8283363129994541
PDB,477,bpRNA_PDB_477,112,......((((....(((.......))).....((((......)))).................(((((.......))))).))))(((......)))...............,0.375,0.9375,0.5357142857142857,29.448035514000367
SPR,264,tdbR00000432,75,((((..........((......)).(((((((...))))))).....(((((.......)))))...))))....,0.6666666666666666,0.7,0.6829268292682926,4.115135956002632
PDB,141,bpRNA_PDB_141,23,((((.(((....)))...)))).,0.875,1.0,0.9333333333333333,0.043468802999996115
SRP,907,Wolb.endo._AE017259,101,........(((((((((........((((.........))))..(((((((.................((.....)).)))))))))))))))).......,0.34615384615384615,0.34615384615384615,0.34615384615384615,18.579771868000535
SPR,448,tdbR00000072,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.6666666666666666,1.0,0.8,3.2083451020007487
SPR,144,tdbR00000379,90,(((((((..(((...........))).(((((.......))))).((((((....)))))).(((((.......))))))))))))....,1.0,0.625,0.7692307692307693,7.692703374999837
SRP,544,Myco.pneu._AE000044,77,.((((........((((..........))))..(((....))).............................)))).,0.3181818181818182,0.6363636363636364,0.4242424242424242,2.349638589999813
SPR,482,tdbR00000244,75,.((((((((.((((.......)))).(((((.......))))).....((((.......))))))))))))....,1.0,0.9090909090909091,0.9523809523809523,3.354643358998146
SPR,374,tdbR00000177,76,..(((((((..((.....))((((.......))))))))))).....((((((.......))))))..........,0.3,0.2857142857142857,0.2926829268292683,3.253914642999007
SRP,417,Legi.pneu._CR628336,98,...............(((........))).............((((.......((((....................)))).....))))........,0.0,0.0,0,12.233097942000313
SRP,922,Xyle.fast._AE009442,103,........(((((........)))))....(((((....(((((....(((....)))..........)))))....)))))(((((........)))))...,0.41935483870967744,0.6190476190476191,0.5,66.77216204499928
SPR,76,tdbR00000374,76,(((((((..((((........))))..((((.(((...)))).)))...((((.......)))).)))))))....,0.9047619047619048,0.76,0.8260869565217391,5.307610580002802
PDB,573,bpRNA_PDB_573,119,(((((((((....(((((...(((.....)))......))))).......(((...(((((....))))).)))..((........))..((((((.....))))))...))))))))),0.6829268292682927,0.8235294117647058,0.7466666666666667,47.029424853997625
PDB,634,bpRNA_PDB_634,94,((((...........((((......((((((......)))).)).((((....)))))))).((((......)))).............)))).,0.2571428571428571,0.5625,0.3529411764705882,11.404300453999895
SRP,160,Camp.jeju._CP000768,103,((((((((((........(((((((.((((...((((..............))))........))))...)))))))............))))))))))....,0.7,0.84,0.7636363636363636,22.581474865000928
PDB,169,bpRNA_PDB_169,34,(((((.........)))))...............,0.45454545454545453,1.0,0.625,0.08254822899834835
SPR,523,tdbR00000323,75,(((((...................((((((.......))))))....(((((.......)))))..)))))....,0.8,1.0,0.888888888888889,2.6625185630000487
PDB,290,bpRNA_PDB_290,22,((((..(((....)))..)))),0.875,1.0,0.9333333333333333,0.041631750002125045
SRP,229,Cory.jeik._CR931997,91,...(((((((((((.........))))..(((.((((...)))................(((....)))))))...)))))))........,0.36,0.375,0.3673469387755102,20.995641596000496
PDB,202,bpRNA_PDB_202,14,(((((....))))),0.8333333333333334,1.0,0.9090909090909091,0.03294760199787561
SPR,424,tdbR00000532,75,(((((((.(((.((((........)))).)))....(((....))).(((((.......))))))))))))....,0.6190476190476191,0.5416666666666666,0.5777777777777778,2.976063818001421
PDB,298,bpRNA_PDB_298,29,((((.....................)))),0.36363636363636365,1.0,0.5333333333333333,0.04464749600083451
PDB,430,bpRNA_PDB_430,20,....................,0.0,0,0,0.03615657499904046
PDB,20,bpRNA_PDB_20,27,((((...((((....))))....)))),0.8,1.0,0.888888888888889,0.0489142369988258
SPR,485,tdbR00000423,86,.(((((((..(((..........))).(((((.......))))).((((...))))..(((((.......))))))))))))....,0.9523809523809523,0.7142857142857143,0.8163265306122449,6.284504868002841
SPR,535,tdbR00000490,74,(((((((....................(((((.......)))))....(((.......)))..)))))))....,0.5238095238095238,0.7333333333333333,0.611111111111111,3.8883495359987137
SPR,44,tdbR00000354,76,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,3.5838508009983343
SRP,559,Neis.gono._DD110233,92,(((((....))))).((((..((((((...((((.....((((....))))...))))..)))))).........)))).((......))..,0.41935483870967744,0.7222222222222222,0.5306122448979592,44.173153667001316
PDB,258,bpRNA_PDB_258,23,......(((.....)))......,0.3,1.0,0.4615384615384615,0.042396296998049365
PDB,113,bpRNA_PDB_113,24,(((((.(((.....)))..))))),0.8,1.0,0.888888888888889,0.03954584500024794
SPR,46,tdbR00000156,77,(((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,3.0287545320024947
SRP,359,Heli.pylo._BD010626,99,........(((((...)))))...((((((........................((((...))))))...........(((......))))...)))..,0.1875,0.42857142857142855,0.26086956521739124,20.5326499340008
PDB,176,bpRNA_PDB_176,19,(((((.........))))),0.7142857142857143,1.0,0.8333333333333333,0.035666504001710564
PDB,482,bpRNA_PDB_482,68,(((((((.....(((((.......)))))..........(((.............)))..))))))).,0.5357142857142857,1.0,0.6976744186046512,1.772061643001507
SRP,435,Leis.dono._AY781794,138,...........(((((....((((....((((..((((..(((((.......)))).............))))............)))).(((((((....))))))))))))..)))))..................,0.5,0.15555555555555556,0.23728813559322035,350.28431280899895
SPR,414,tdbR00000416,85,(((((..(((((((((.........)))).)))))..........(((...)))...(((((.......)))))..)))))....,0.47619047619047616,0.38461538461538464,0.42553191489361697,5.496023588999378
SRP,536,Myco.hyop._AE017332,101,...........((((((((................(((..................))).((((...........))))))))))))..............,0.25,0.4375,0.3181818181818182,19.021454411999002
PDB,116,bpRNA_PDB_116,17,(((((.......))))),0.7142857142857143,1.0,0.8333333333333333,0.03356635300224298
SPR,451,tdbR00000486,77,(((((((.......((((....))))..((((.......))))......(((((.......))))))))))))....,0.7619047619047619,0.8,0.7804878048780488,3.3908805280007073
SRP,932,Yers.pest._AJ414155,98,.........(((((...(((......)))..((((......(((....)))....(((.((((...))))........)))))....))))....))),0.3225806451612903,0.47619047619047616,0.3846153846153846,18.998801508001634
PDB,102,bpRNA_PDB_102,17,(((((((...))))))),0.8571428571428571,0.8571428571428571,0.8571428571428571,0.036268503001338104
PDB,445,bpRNA_PDB_445,76,(((((((..((((........)))).(((((((...)))))))...........(((....))).)))))))....,0.6956521739130435,0.6956521739130435,0.6956521739130435,3.7653388340004312
SRP,567,Neph.oliv._AF137379,101,(((((((....................(((.......)))...(((....))).....................................)))))))....,0.30303030303030304,0.9090909090909091,0.45454545454545453,23.38729187900026
SPR,421,tdbR00000496,75,.........((((.......)))).((((....))))...........((((.......))))..((.....)).,0.38095238095238093,0.5714285714285714,0.4571428571428571,2.758418621997407
SRP,785,Stap.epid._AE016751,101,...((((.........((((((((((....(((......)))....((((....................))))))...)))).))))..)))).......,0.2727272727272727,0.42857142857142855,0.33333333333333326,14.994883749997825
SRP,730,Salm.ente._CP000026,118,((((((...((((.........))))(((((.(((..........))).(((....)))....((((.((((...........)))).....)))))))))...))))))........,0.34210526315789475,0.5,0.40625000000000006,140.60186207399965
SPR,603,tdbR00000509,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,4.550633093000215
PDB,21,bpRNA_PDB_21,17,.................,0.0,0,0,0.03308110999932978
SPR,389,tdbR00000505,76,.((((((..((((........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,4.905777017000219
PDB,150,bpRNA_PDB_150,22,(((((((((....))))))))),0.9,1.0,0.9473684210526316,0.0410666770003445
SRP,530,Myco.gall._AE016968,82,.((((((((......(((.........)))....................(((........))).....)))))))).....,0.30434782608695654,0.5,0.3783783783783784,5.217967747001239
SPR,118,tdbR00000122,75,(((((((...................(((((((...)))))))....(((((.......))))))))))))....,0.8095238095238095,0.8095238095238095,0.8095238095238095,2.5949264190021495
SPR,145,tdbR00000429,76,(((((((..((((........)))).(((((.......))))).......(((.......)))..)))))))....,0.9047619047619048,1.0,0.9500000000000001,2.6745874890002597
SRP,706,Rick.feli._CP000053,103,......(((((((((....(((.......)))......................(((((..((((.......))))........)))))))))...)))))..,0.2571428571428571,0.47368421052631576,0.3333333333333333,15.961080035998748
SPR,353,tdbR00000475,76,(((((((..((((.(((.....))).(((((...))))))))).....(((((((...))))))))))))))....,1.0,0.625,0.7692307692307693,3.6917937420003
PDB,123,bpRNA_PDB_123,20,..(((((((....))))))),0.875,1.0,0.9333333333333333,0.03461265199803165
PDB,127,bpRNA_PDB_127,27,..((((...............))))..,0.4,1.0,0.5714285714285715,0.046782091001659865
SPR,227,tdbR00000127,65,..........................(((((...)))))(((..(((.....))).......))),0.25,0.38461538461538464,0.30303030303030304,1.847584058999928
PDB,405,bpRNA_PDB_405,40,(((((((...((((((.....))))))......))))))),0.7647058823529411,1.0,0.8666666666666666,0.08363969199854182
SRP,279,Ehrl.cani._CP000107,82,(((((((((((......((((.........))))..............))).........((....))..))))))))....,0.3333333333333333,0.4444444444444444,0.380952380952381,5.148667993002164
SRP,647,Proc.mari._CP000552,81,.........(((((((......)))...((((.............))))....(((.((((.....)))).)))..)))).,0.25,0.4,0.3076923076923077,4.16938938399835
SRP,793,Stre.agal._AL766845,77,.((((((((((((..........(((.....(((....))).....)))..........))))))).))))).....,0.6956521739130435,0.8421052631578947,0.761904761904762,3.402177195999684
PDB,326,bpRNA_PDB_326,42,((((((..((((.((((.....))))...))))...)))))),0.8235294117647058,1.0,0.9032258064516129,0.20327998799984925
SRP,901,Vibr.vuln._BA000037,94,...((((...(((....(((((..(((...))))...)))..((((.........((((...)))))......))))......))))...))).,0.25925925925925924,0.25925925925925924,0.25925925925925924,17.7765406489998
SRP,169,Caul.cres._AE005700,102,....(((((..((((...))))...(((...))).....)))))..(((....))).....(((.....))).((........))(((....))).......,0.18181818181818182,0.16666666666666666,0.17391304347826086,36.979865954999696
PDB,404,bpRNA_PDB_404,39,(((((((......(((((...)))))......))))))),0.7058823529411765,1.0,0.8275862068965517,0.15982183500091196
SPR,171,tdbR00000158,77,((((.....((((.........)))).(((((.......)))))......((((.......))))....))))....,0.8095238095238095,1.0,0.8947368421052632,3.7861590620013885
SRP,767,Sphi.alas._CP000356,92,(((((....))))).((((..((((((...((((.....((((....))))...))))..)))))).........)))).((......))..,0.41935483870967744,0.7222222222222222,0.5306122448979592,44.4676300789979
SRP,573,Nitr.mult._CP000103,113,......((((.......((((((.(((((..((((..........))))(((....)))..((((((((((((....)))))....)))).))))))))))))))))))....,0.41025641025641024,0.5925925925925926,0.4848484848484849,227.16931233599826
PDB,292,bpRNA_PDB_292,34,(((((((((((............))))))))))),0.7857142857142857,1.0,0.88,0.13282186200012802
SPR,420,tdbR00000485,77,.((((((.......((((....))))..((((.......))))......(((((.......))))))))))).....,0.7142857142857143,0.7894736842105263,0.7500000000000001,2.981528382999386
PDB,126,bpRNA_PDB_126,42,...............((((....))))...............,0.25,1.0,0.4,0.14027614700171398
PDB,82,bpRNA_PDB_82,22,...((((....)))).......,0.5,1.0,0.6666666666666666,0.04162004300087574
SRP,656,Pseu.aeru._CP000438,104,....((((....................(((((.....(((....)))..(((((.....((((..........)))))....)))))..))))..))))....,0.17857142857142858,0.25,0.20833333333333331,114.78386190699894
SRP,538,Myco.lepr._AL583925,92,(((((((((((.........((((..........))))((((.....))))........................)))))))))))......,0.44,0.55,0.48888888888888893,30.769468605001748
SPR,619,tdbR00000041,75,.................((((.....(((((...)))))))))....(((((.......)))))..((....)).,0.47619047619047616,0.5,0.4878048780487805,4.876949716999661
SRP,643,Proc.mari._BX572093,100,.(((((((....((((..........(((..((((.............))))(((((((....))).))))...)))..)))).....))))))).....,0.35714285714285715,0.37037037037037035,0.36363636363636365,18.363524460000917
SPR,445,tdbR00000232,88,(((((((..(((...........))).(((((.......)))))................(((((.......))))))))))))....,1.0,1.0,1.0,6.939513000997977
SPR,288,tdbR00000103,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.42857142857142855,0.391304347826087,0.4090909090909091,3.499441517997184
SPR,318,tdbR00000132,74,(((((((.......((((.......(((((...)))))))))....(((((.......))))))))))))....,0.85,0.68,0.7555555555555556,3.019616733003204
SPR,587,tdbR00000069,76,(((......((((........)))).(((((.......))))).....(((((.......)))))....)))....,0.85,1.0,0.9189189189189189,3.3210924529994372
SRP,688,Rals.sola._AL646052,101,.(((((((.........)))(((.........(((((....(((....)))....)))....)))).....))))).(((.((((...)))......)))),0.28125,0.47368421052631576,0.35294117647058826,67.9148105589993
SPR,170,tdbR00000140,77,((((((((..((((........)))).(((((.......)))))......((((.......)))).))))))))...,0.9523809523809523,0.9523809523809523,0.9523809523809523,2.424037007000152
SPR,505,tdbR00000144,76,.((((......................(((((...)))))))))....(((...........)))...........,0.38095238095238093,0.6666666666666666,0.4848484848484849,3.0764394139987417
PDB,380,bpRNA_PDB_380,15,((((.......)))),0.6666666666666666,1.0,0.8,0.033204215000296244
PDB,253,bpRNA_PDB_253,67,(((((((((...(((((.......)))))..........(((...))))))))))))..........,0.25925925925925924,0.875,0.39999999999999997,1.7532021910010371
SRP,341,Haem.infl._L42023,32,............(((....)))..........,0.42857142857142855,1.0,0.6,0.04930978099946515
PDB,61,bpRNA_PDB_61,27,(((.....................))),0.2727272727272727,1.0,0.42857142857142855,0.0394043390006118
SPR,431,tdbR00000148,76,.(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.8095238095238095,1.0,0.8947368421052632,2.8140223379996314
PDB,572,bpRNA_PDB_572,55,((((..........(((((..(((............))))).......))))))),0.375,0.8181818181818182,0.5142857142857142,0.8640100310003618
SPR,239,tdbR00000043,78,(((((((.......((((((((((.....))))))...........))))(((((.......))))))))))))....,0.5714285714285714,0.46153846153846156,0.5106382978723405,4.501748763002979
PDB,29,bpRNA_PDB_29,43,((((...(((.((...)))))....((......))....)))),0.5,0.6666666666666666,0.5714285714285715,0.21580373300093925
SRP,855,Ther.ther._AP008226,105,.((((((((.((((((..((((((...)).....((((.......)))).........))))...(((((........)))))))))))....))))))))....,0.5142857142857142,0.6923076923076923,0.5901639344262295,221.4123472350002
SPR,396,tdbR00000614,78,(((((((..(((((........)))))(((((........))))).....(((((.......))))))))))))....,0.9523809523809523,0.8695652173913043,0.909090909090909,10.39676984399921
SRP,652,Prun.arme._CB819242,67,.........((((.((((...))))....)))).............(((((.......)))))....,0.375,0.14285714285714285,0.20689655172413796,2.245064613998693
PDB,4,bpRNA_PDB_4,38,((((((((((...((((....))))))))...)))))),1.0,1.0,1.0,0.14160408599855145
SRP,253,Dein.geot._CP000359,32,..............(((....)))........,0.42857142857142855,1.0,0.6,0.07387750300040352
SPR,528,tdbR00000408,85,(((......)))..........(((((.................((((...))))..(((((.......))))).....))))).,0.47619047619047616,0.47619047619047616,0.47619047619047616,5.640319713998906
SPR,573,tdbR00000420,85,(((((((..(((..........))).(((((.......))))).((((...))))..(((((.......))))))))))))....,0.9090909090909091,0.7142857142857143,0.8,7.112105797001277
