database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
SPR,371,tdbR00000216,85,(((((((..(((...........)))..((((.......))))(((((....)))))(((((.......))))))))))))....,0.95,0.6785714285714286,0.7916666666666667,0.002552724999986822
PDB,204,bpRNA_PDB_204,47,..(((((((.(..(((.((((.....))..))..))).).))))))),0.7368421052631579,1.0,0.8484848484848484,0.0005997619996378489
PDB,203,bpRNA_PDB_203,32,((((.((((.(((.....)))..)))).)))),0.7857142857142857,1.0,0.88,0.0003007539999089204
PDB,312,bpRNA_PDB_312,102,((((((((....))))))))......(((((((((.........)))))))))...((((.(((((......(((....)))......))))).))))....,0.7741935483870968,0.7272727272727273,0.7500000000000001,0.004300514000078692
PDB,149,bpRNA_PDB_149,27,((((.(.((((....))))..).)))),0.9,1.0,0.9473684210526316,0.00029107999989719247
PDB,394,bpRNA_PDB_394,62,(((((.(((.......((((((...(((((.....))))).))).))).....)))))))).,0.4166666666666667,0.7142857142857143,0.5263157894736842,0.0012394320001476444
SPR,481,tdbR00000263,86,.(((((((.((((....))))...((.((((((.......)))))).)).........(((((.......))))))))))))....,0.8571428571428571,0.72,0.782608695652174,0.003114328999799909
SPR,320,tdbR00000172,77,((((((((((((.....))))).(((((.((....)).)))))......(((((.......))))))))))))....,0.7,0.56,0.6222222222222222,0.0021558339999501186
PDB,388,bpRNA_PDB_388,27,(((((...(.((......)).)))))),0.8888888888888888,1.0,0.9411764705882353,0.00027635400010694866
SPR,475,tdbR00000421,85,(((((((..(((..........)))((((((.......))))))((((...))))..(((((.......))))))))))))....,1.0,0.7241379310344828,0.8400000000000001,0.0028724670000883634
PDB,496,bpRNA_PDB_496,94,((((((((......(((...(((.....)))......))).((((.(((....)))))))........(((((....)))))...)))))))).,0.6857142857142857,0.8571428571428571,0.7619047619047619,0.0030128769999464566
SPR,61,tdbR00000453,76,(((((((..(((((((((...((.(.(((((.......))))).).))..))))).)))).....)))))))....,0.5714285714285714,0.46153846153846156,0.5106382978723405,0.002123785000094358
PDB,230,bpRNA_PDB_230,41,(((((((((((((((((....)))))))))))...)))))),0.9444444444444444,1.0,0.9714285714285714,0.0004735160000564065
SPR,34,tdbR00000029,73,.......((((...))))..(((((((.(((((...(((((.....)))))..))))))))))))........,0.0,0.0,0,0.0019737599996005883
PDB,330,bpRNA_PDB_330,36,((((.(((.........)))))))............,0.4444444444444444,0.6666666666666666,0.5333333333333333,0.0003530520002641424
PDB,297,bpRNA_PDB_297,76,(((((((.(((...)))(((((.....))))).......((.(((((((......))))))).)))))))))....,0.42857142857142855,0.5454545454545454,0.4799999999999999,0.0020451380000849895
PDB,225,bpRNA_PDB_225,45,(((((((((((((((((((....)))))))))))...)))))))),0.95,1.0,0.9743589743589743,0.000577889999931358
PDB,70,bpRNA_PDB_70,13,(((......))).,0.75,1.0,0.8571428571428571,0.00023810900029275217
SPR,577,tdbR00000482,75,((((((((((.....(((....((((((..(.........)..))))))....)))....))).)))))))....,0.38095238095238093,0.36363636363636365,0.37209302325581395,0.002116173999638704
SPR,506,tdbR00000145,76,.(((((((.......(((.......))).((((((....))))))...(((((.......))))))))))))....,0.7142857142857143,0.6521739130434783,0.6818181818181819,0.0021978469999339723
SPR,221,tdbR00000446,78,((((((((((......))).....(((.(((((.......)))))..)))(((((.......))))))))))))....,0.85,0.68,0.7555555555555556,0.0022851779999655264
PDB,306,bpRNA_PDB_306,25,(((.(((((((....)))))))))),1.0,0.8181818181818182,0.9,0.0002515169999242062
SPR,415,tdbR00000417,85,((((((((((((....)))))))))((((((.......))))))((((...))))(((((((.......)))))..)))))....,0.9047619047619048,0.5135135135135135,0.6551724137931034,0.0029538919998230995
PDB,612,bpRNA_PDB_612,76,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....,0.7777777777777778,1.0,0.8750000000000001,0.002157836000151292
SPR,313,tdbR00000400,71,(((((((.........(((((((((.......)))))))))(((((.........))))))))))))....,0.875,0.5185185185185185,0.6511627906976744,0.0017109430000346038
SPR,163,tdbR00000333,75,(((((((..(((.........))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,0.0020634130000871664
PDB,337,bpRNA_PDB_337,17,(((((.......))))),0.8333333333333334,1.0,0.9090909090909091,0.00020127500010858057
PDB,179,bpRNA_PDB_179,24,(((((.(((.....)))..))))),0.8,1.0,0.888888888888889,0.00023708799972155248
PDB,237,bpRNA_PDB_237,28,(((((....(((....)))....))))),0.7272727272727273,1.0,0.8421052631578948,0.00026729699993666145
PDB,323,bpRNA_PDB_323,48,(((((((((((((((((((........))))))).))).))))))))),0.9047619047619048,1.0,0.9500000000000001,0.0006669949998467928
PDB,355,bpRNA_PDB_355,15,((((((...)))))),0.8571428571428571,1.0,0.923076923076923,0.00017893700032800552
SPR,492,tdbR00000370,75,(((((((((((((.......))))(((.(((((.(((((....))))).))))).)))...)).)))))))....,0.5238095238095238,0.3793103448275862,0.44,0.002092108999931952
PDB,379,bpRNA_PDB_379,59,((((((((............)))))))).........((((....))))..........,0.5714285714285714,1.0,0.7272727272727273,0.0010868519998439297
PDB,477,bpRNA_PDB_477,112,((((((((..((..(((.......)))..)).((((......)))).(((((....)))))..(((((.......))))).(((((......))).))......)))))))),0.675,0.8709677419354839,0.7605633802816901,0.005436254999949597
SPR,264,tdbR00000432,75,(((((((..((((.......)))).(((((((...))))))).....(((((.......))))))))))))....,1.0,0.84,0.9130434782608696,0.0020087719999537512
PDB,141,bpRNA_PDB_141,23,((((.(((....)))...)))).,0.875,1.0,0.9333333333333333,0.00027430100044512074
SPR,448,tdbR00000072,76,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,0.002163844999813591
SPR,144,tdbR00000379,90,(((((((..(((...........))).(((((.......))))).((((((....)))))).(((((.......))))))))))))....,1.0,0.625,0.7692307692307693,0.0032230729998445895
SPR,482,tdbR00000244,75,.((((((((.((((.......)))).((((((....).))))).....((((.......))))))))))))....,1.0,0.8333333333333334,0.9090909090909091,0.001916038000217668
SPR,374,tdbR00000177,76,(((((((.(((.((.((((.(((((....).))))...)))))).)))(((((.......))))))))))))....,0.6,0.42857142857142855,0.5,0.0021292010001161543
SPR,76,tdbR00000374,76,(((((((..((((........))))..(((((....).))))((((((.........))))))..)))))))....,0.7142857142857143,0.6,0.6521739130434783,0.002184873999794945
PDB,573,bpRNA_PDB_573,119,(((((((((....(((((...(((.....)))......)))))((((.((...((.(((((....))))).))...))))))........((((((.....))))))...))))))))),0.7317073170731707,0.7692307692307693,0.7499999999999999,0.008948061999944912
PDB,634,bpRNA_PDB_634,94,((((((((......((((..(((.....)))......))))((((.(((....)))))))........(((((....)))))...)))))))).,0.7142857142857143,0.9259259259259259,0.8064516129032259,0.0028547459996843827
PDB,169,bpRNA_PDB_169,34,(((((((....)).)))))...............,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.000340137999955914
SPR,523,tdbR00000323,75,(((((.(((((((((.(((....(((((((.......)))))))))))))))........))).).)))))....,0.6,0.5,0.5454545454545454,0.0023093009999684
PDB,290,bpRNA_PDB_290,22,((((..(((....)))..)))),0.875,1.0,0.9333333333333333,0.00022479400013253326
PDB,202,bpRNA_PDB_202,14,(((((....))))),0.8333333333333334,1.0,0.9090909090909091,0.00018785299971568747
SPR,424,tdbR00000532,75,(((((((.(((.(((((......))))).)))....(((....))).(((((.......))))))))))))....,0.6666666666666666,0.5384615384615384,0.5957446808510638,0.0018776020001496363
PDB,298,bpRNA_PDB_298,29,(((((((((.((....)).))))).)))),1.0,1.0,1.0,0.00034335600003032596
PDB,430,bpRNA_PDB_430,20,(((((...))))).......,0.0,0.0,0,0.0002193589998569223
PDB,20,bpRNA_PDB_20,27,((((.(.((((....))))..).)))),0.9,1.0,0.9473684210526316,0.00027880700008608983
SPR,485,tdbR00000423,86,.(((((((..(((..........)))((((((.......))))))((((...))))..(((((.......))))))))))))....,1.0,0.7241379310344828,0.8400000000000001,0.0029089250001561595
SPR,535,tdbR00000490,74,(((((((..((((.......)))).(((((((...)))))))....(((((.......))))))))))))....,1.0,0.84,0.9130434782608696,0.0020519039999271627
SPR,44,tdbR00000354,76,(((((((..((((........)))).((((((....).))))).....(((((.......))))))))))))....,1.0,0.9130434782608695,0.9545454545454545,0.0020128439996369707
PDB,258,bpRNA_PDB_258,23,(((((((((.....))))))))),0.9,1.0,0.9473684210526316,0.0003457739999248588
PDB,113,bpRNA_PDB_113,24,(((((.(((.....)))..))))),0.8,1.0,0.888888888888889,0.0002306210003553133
SPR,46,tdbR00000156,77,((((((((((((.....)))))((.(.(((((.......))))).).))(((((.......))))))))))))....,0.8095238095238095,0.6296296296296297,0.7083333333333334,0.0022973889999775565
PDB,176,bpRNA_PDB_176,19,.((((((....)).)))).,0.8571428571428571,1.0,0.923076923076923,0.00021218399979261449
PDB,482,bpRNA_PDB_482,68,(((((((.....(((((.......)))))..........((((((.......))))))..))))))).,0.6428571428571429,1.0,0.782608695652174,0.0015650760001335584
SPR,414,tdbR00000416,85,(((((((....(((((.(((.....)))..))))).........((((...))))..(((((.......))))))))))))....,0.5714285714285714,0.3870967741935484,0.4615384615384615,0.002953471000182617
PDB,116,bpRNA_PDB_116,17,(((((.......))))),0.7142857142857143,1.0,0.8333333333333333,0.0001949470001818554
SPR,451,tdbR00000486,77,(((((((.......((((....)))).(((((.......))))).....(((((.......))))))))))))....,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.002034758999798214
PDB,102,bpRNA_PDB_102,17,(((((((...))))))),0.8571428571428571,0.8571428571428571,0.8571428571428571,0.00020975400002498645
PDB,445,bpRNA_PDB_445,76,(((((((..((((........)))).(((((((...))))))).....(((((.......))))))))))))....,0.9130434782608695,0.84,0.8749999999999999,0.002127320999989024
SPR,421,tdbR00000496,75,(((((((..((((.......))))(((((....))))).........(((((.......))))))))))))....,0.7619047619047619,0.7619047619047619,0.7619047619047619,0.002222443999926327
SPR,603,tdbR00000509,77,.((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,0.0020942219998687506
PDB,21,bpRNA_PDB_21,17,(((((.......))))),0.8333333333333334,1.0,0.9090909090909091,0.0001722339998195821
SPR,389,tdbR00000505,76,.((((((..((((........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,0.002089083999635477
PDB,150,bpRNA_PDB_150,22,(((((((((....))))))))),0.9,1.0,0.9473684210526316,0.00024278400087496266
SPR,118,tdbR00000122,75,(((((((.(((((........)))))(((((((...)))))))....(((((.......))))))))))))....,1.0,0.7777777777777778,0.8750000000000001,0.0021160609994694823
SPR,145,tdbR00000429,76,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,0.0021026180002081674
SPR,353,tdbR00000475,76,(((((((.......(((.....))).(((((.......))))).....(((((((...))))))))))))))....,0.85,0.7083333333333334,0.7727272727272727,0.0019977289994130842
PDB,123,bpRNA_PDB_123,20,..(((((((....))))))),0.875,1.0,0.9333333333333333,0.00022918900140211917
PDB,127,bpRNA_PDB_127,27,.(((((..((.(....).)).))))).,0.6,0.75,0.6666666666666665,0.00027638299980026204
SPR,227,tdbR00000127,65,((((((((....(((((.......(((((((...))))))).....)))))..))))))))....,0.6,0.5217391304347826,0.5581395348837209,0.0015289079983631382
PDB,405,bpRNA_PDB_405,40,((((((((.(((((((.....)))))))....)))))))),0.8823529411764706,1.0,0.9375,0.0004910440002277028
PDB,326,bpRNA_PDB_326,42,((((((.((((((((((.....)))))..)))))..)))))),0.9411764705882353,1.0,0.9696969696969697,0.0006057770006009378
PDB,404,bpRNA_PDB_404,39,(((((((((((..(((((...)))))))))..))))))),0.8235294117647058,0.9333333333333333,0.8749999999999999,0.0004649150014301995
SPR,171,tdbR00000158,77,(((((((.......(((((((.((((.(((((((.((....)).)))..)))))))).)).))))))))))))....,0.42857142857142855,0.32142857142857145,0.3673469387755102,0.002141828001185786
PDB,292,bpRNA_PDB_292,34,(((((((((((...((...))..))))))))))),0.9285714285714286,1.0,0.962962962962963,0.00038922599924262613
SPR,420,tdbR00000485,77,(((((((.......((((....)))).(((((.......))))).....(((((.......))))))))))))....,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.0021399549987108912
PDB,126,bpRNA_PDB_126,42,((((.......((((((((....)))))))).......)))),0.75,1.0,0.8571428571428571,0.0005454000001918757
PDB,82,bpRNA_PDB_82,22,(((((((....)))))))....,0.875,1.0,0.9333333333333333,0.00022066000019549392
SPR,619,tdbR00000041,75,((((((((((......((.......((((((((((...)))))....))))).......))))))))))))....,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.002104866000081529
SPR,445,tdbR00000232,88,(((((((.((((...........))))(((((.......)))))................(((((.......))))))))))))....,1.0,0.9090909090909091,0.9523809523809523,0.00281557500056806
SPR,288,tdbR00000103,76,((((((((.......((((((((((....((((...........))))....))))..))))))))))))))....,0.3333333333333333,0.28,0.30434782608695654,0.002048979000392137
SPR,318,tdbR00000132,74,(((((((((((((.(((((((.........))))))).....)))))((((.......))))))))))))....,0.55,0.3548387096774194,0.43137254901960786,0.0018855910002457676
SPR,587,tdbR00000069,76,(((.(((..((((........)))).(((((.......))))).....(((((.......)))))))).)))....,1.0,1.0,1.0,0.0020374609994178172
SPR,170,tdbR00000140,77,((((((((..((((........)))).(((((.......))))).....(((((.......)))))))))))))...,1.0,0.9545454545454546,0.9767441860465117,0.0022752299992134795
SPR,505,tdbR00000144,76,.(((((((((((((((((............)))))).)))).......(((((.......))))))))))))....,0.5714285714285714,0.5,0.5333333333333333,0.0022266940013651038
PDB,380,bpRNA_PDB_380,15,((((.......)))),0.6666666666666666,1.0,0.8,0.0001954770013981033
PDB,253,bpRNA_PDB_253,67,(((((((.....(((((.......)))))..........((((((.......))))))..))))))),0.6296296296296297,0.9444444444444444,0.7555555555555556,0.0014912679998815292
PDB,61,bpRNA_PDB_61,27,(((.....(((......)))....))),0.5454545454545454,1.0,0.7058823529411764,0.0002622150004754076
SPR,431,tdbR00000148,76,.(((((((.......(((((((..((.....))..)))))))......(((((.......))))))))))))....,0.5714285714285714,0.5,0.5333333333333333,0.0022426279992942
PDB,572,bpRNA_PDB_572,55,((((..((..((..(((((...((((....))))..)))))..))..))..)))),0.7083333333333334,1.0,0.8292682926829268,0.0009477610001340508
SPR,239,tdbR00000043,78,(((((((((((........)))).....(((((((....).))))))...(((((.......))))))))))))....,0.8571428571428571,0.6923076923076923,0.7659574468085107,0.0021132069996383507
PDB,29,bpRNA_PDB_29,43,(((((((....(((....(((....)))....))).))))))),0.75,0.8571428571428571,0.7999999999999999,0.0005165849997865735
SPR,396,tdbR00000614,78,(((((((..(((((........)))))(((((........))))).....(((((.......))))))))))))....,0.9523809523809523,0.8695652173913043,0.909090909090909,0.002417178000541753
PDB,4,bpRNA_PDB_4,38,((((((((((...((((....))))))))...)))))),1.0,1.0,1.0,0.0004157149996899534
SPR,528,tdbR00000408,85,(((..(((((((....)))))))..((((((((...))))))))((((...))))..(((((.......))))).......))).,0.5714285714285714,0.34285714285714286,0.42857142857142855,0.0029616360006912146
SPR,573,tdbR00000420,85,(((((((.(((.((.......)).)))((((.......))))((((((...))))))(((((.......))))))))))))....,0.9090909090909091,0.625,0.7407407407407406,0.002839217999280663
PDB,561,bpRNA_PDB_561,67,(((((((.....(((((.......)))))..........((((((.......))))))..))))))),0.6296296296296297,0.9444444444444444,0.7555555555555556,0.0014785169987590052
PDB,31,bpRNA_PDB_31,21,((((((.((....)))))))),0.8888888888888888,1.0,0.9411764705882353,0.0002361150000069756
PDB,510,bpRNA_PDB_510,76,(((((((..((((........)))).(((((((...))))))).....(((((.......))))))))))))....,0.8076923076923077,0.84,0.8235294117647058,0.0021005199996579904
SPR,595,tdbR00000523,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,0.0018627720000949921
PDB,196,bpRNA_PDB_196,29,((((((...((((......)))))))))),1.0,1.0,1.0,0.0002980919998663012
SPR,297,tdbR00000056,76,(((((((...(((((....)))))...(((((.......)))))....(((((.......))))))))))))....,0.9047619047619048,0.7916666666666666,0.8444444444444444,0.0020917689998896094
SPR,67,tdbR00000093,76,((((((((.......((((((((((....((((...........))))....))))..))))))))))))))....,0.3333333333333333,0.28,0.30434782608695654,0.0020282139994378667
PDB,623,bpRNA_PDB_623,32,((((((((((..(.....)..)).)))))))),0.8461538461538461,1.0,0.9166666666666666,0.00038057900019339286
SPR,616,tdbR00000495,76,(((((((..(((.((((((..((((((((((.......)))))....)))))..))))))..))))))))))....,0.5714285714285714,0.46153846153846156,0.5106382978723405,0.0021684889998141443
SPR,74,tdbR00000097,76,((((((((.......((((((((((....((((...........))))....))))..))))))))))))))....,0.3333333333333333,0.28,0.30434782608695654,0.0020262540001567686
SPR,261,tdbR00000383,84,(((((((..(((.........)))((((((.......))))))((((...))))..(((((.......))))))))))))....,1.0,0.7241379310344828,0.8400000000000001,0.00267864799934614
PDB,594,bpRNA_PDB_594,188,(((((..((((((.(((((((((.......)))))))))....((((((..((.((..(((.((((..((((((.((((...)))).))....))))..))))..)))..)).))..))))))((((.....(((((.(((...((((....)))).....))).))))).))))))))))..))))),0.43661971830985913,0.5740740740740741,0.49599999999999994,0.01576838300024974
SPR,509,tdbR00000518,76,.((((((..(((...((((........(((((.......)))))..........))))..)))..)))))).....,0.55,0.5789473684210527,0.5641025641025641,0.007456470000761328
PDB,615,bpRNA_PDB_615,71,(((((((((...((((((.........))))))........((((((.......))))))..))))))))),0.75,1.0,0.8571428571428571,0.001817113003198756
SPR,138,tdbR00000347,75,(((((((((((..(((((((.(((.((...........)).))).))))..)))..)))....))))))))....,0.4,0.2962962962962963,0.3404255319148936,0.002077534001728054
SPR,412,tdbR00000335,75,(((((((((.((........)).)).((((.......))))......(((((.......))))))))))))....,0.8947368421052632,0.8095238095238095,0.8500000000000001,0.0023285299976123497
PDB,241,bpRNA_PDB_241,38,((((((((((...((((....))))))))...)))))),1.0,1.0,1.0,0.0004108989996893797
SPR,31,tdbR00000593,60,(((((.....((.((((((......(((((((...))))))))))))).)))))))....,0.6666666666666666,0.37037037037037035,0.47619047619047616,0.0010636619990691543
PDB,299,bpRNA_PDB_299,22,(((((((((....))))))))),0.9,1.0,0.9473684210526316,0.00023739399694022723
PDB,402,bpRNA_PDB_402,70,(((((.((((((((....)).)))))).((((((((......)))))))))))))...............,0.7407407407407407,0.9523809523809523,0.8333333333333334,0.0016986920018098317
PDB,392,bpRNA_PDB_392,23,((.(((((((...))))))))).,1.0,0.6,0.7499999999999999,0.00023539899848401546
SPR,447,tdbR00000281,76,(((((((.(((((.((.((.(((((...)))))...)).))..)))))(((((.......))))))))))))....,0.5714285714285714,0.4444444444444444,0.5,0.0021055409997643437
SPR,302,tdbR00000577,72,(((((((((((.((((((..(((.(.....).)))...)))))).)))((((.......)))))))))))).,0.55,0.4230769230769231,0.47826086956521735,0.0017054159980034456
PDB,540,bpRNA_PDB_540,94,((((((((......((((..(((.....)))......))))((((.(((....)))))))........(((((....)))))...)))))))).,0.7142857142857143,0.9259259259259259,0.8064516129032259,0.002831748999597039
SPR,495,tdbR00000369,76,((((((((((((....))))))....(((((.......))))).....(((((.......))))).))))))....,0.8,0.6666666666666666,0.7272727272727272,0.00197847500021453
PDB,206,bpRNA_PDB_206,27,((((((.(((((....))))))))))),0.9090909090909091,0.9090909090909091,0.9090909090909091,0.0002441530014039017
SPR,345,tdbR00000377,76,(((((((((((((..........))))).......(((((....)))))((((.......))))))))))))....,0.65,0.5416666666666666,0.5909090909090908,0.002116816998750437
SPR,65,tdbR00000133,74,(((((((..((((.......))))((.(((((((...)))))))))(((((.......))))))))))))....,0.9545454545454546,0.75,0.84,0.002021189000515733
SPR,467,tdbR00000341,75,(((((((.(((((........)))))(((((.......)))))....(((((.......))))))))))))....,1.0,0.9130434782608695,0.9545454545454545,0.002062897001451347
SPR,69,tdbR00000080,70,(((.(((..((((......)))).(((((.......)))))....((((......))))))).)))....,1.0,1.0,1.0,0.0013377299983403645
SPR,387,tdbR00000112,74,(((((((.(((((.......)))))(((((.......)))))....(((((.......))))))))))))....,1.0,0.9130434782608695,0.9545454545454545,0.001927618999616243
SPR,317,tdbR00000058,76,(((((((..((((..((((...(((........)))...)))).))))(((((.......))))))))))))....,0.5714285714285714,0.5217391304347826,0.5454545454545454,0.0020673350009019487
SPR,484,tdbR00000079,71,.(((.(((..((((......)))).(((((.......)))))....(((((....)))))))).)))....,1.0,0.9047619047619048,0.9500000000000001,0.001455108002119232
SPR,244,tdbR00000138,77,((((((((.(((((((....)))))))((((((((...))))))))...(((((.......)))))))))))))...,1.0,0.6176470588235294,0.7636363636363637,0.0023907920003694016
SPR,333,tdbR00000034,71,((((((...((((.....)))).(((((((...)))))))...((((((......))))))))))))....,0.9523809523809523,0.8,0.8695652173913043,0.0017426660015189555
PDB,182,bpRNA_PDB_182,17,((((((.....)))))),1.0,1.0,1.0,0.0002037009980995208
PDB,368,bpRNA_PDB_368,27,((((.(.((((....))))..).)))),0.9,1.0,0.9473684210526316,0.00031963100263965316
SPR,266,tdbR00000541,77,(((((((..((((.((...)).))))((((((.......))))))....(((((.......))))))))))))....,1.0,0.8461538461538461,0.9166666666666666,0.0020858739990217146
SPR,94,tdbR00000445,76,((((((((((((....)))))...(.(((((.......))))).)...(((((.......))))))))))))....,0.85,0.68,0.7555555555555556,0.0020588869992934633
SPR,285,tdbR00000135,74,((((((((((((......))))).((((((.......))))))...(((((.......))))))))))))....,0.9523809523809523,0.8,0.8695652173913043,0.0021810189973621164
PDB,307,bpRNA_PDB_307,38,((((((.......((((....)))).......)))))),0.7692307692307693,1.0,0.8695652173913044,0.00042967199988197535
SPR,136,tdbR00000472,76,((((((((((((.......)))))).(((((.......)))))..((((..((......)).))))))))))....,0.85,0.6538461538461539,0.7391304347826088,0.0018973469996126369
PDB,516,bpRNA_PDB_516,54,.......((((((((..((((..(((....)))....))))....)))))))).,0.2777777777777778,0.4166666666666667,0.33333333333333337,0.0008575040010327939
SPR,539,tdbR00000466,77,((.((...)).)).((((((((((((.(((((.......))))).).))(((((.......))))))))))))))..,0.8,0.5,0.6153846153846154,0.0021777180008939467
PDB,399,bpRNA_PDB_399,43,((((((((.((.((((((((....)))))))))).)))))))),0.8823529411764706,0.75,0.8108108108108107,0.0006442369995056652
SPR,471,tdbR00000195,76,(((((((..((((........))))....((((((.......))))))(((((.......))))))))))))....,0.7619047619047619,0.64,0.6956521739130435,0.0021417240022856276
SPR,189,tdbR00000394,88,(((((((..((((.....((.(((((....))))).))...))))(((((....))))).(((((.......))))))))))))....,0.6,0.36363636363636365,0.4528301886792453,0.0029401360006886534
SPR,195,tdbR00000454,77,(((((((..((((.........)))).(((((.......)))))(((((((....)))).)))...)))))))....,0.7619047619047619,0.6153846153846154,0.6808510638297872,0.002274897000461351
SPR,186,tdbR00000391,93,((((((((((((....))))......((((((.......))))))(((((((.....)))))))..((((.......))))))))))))....,0.8095238095238095,0.4594594594594595,0.5862068965517242,0.0033343319992127363
PDB,188,bpRNA_PDB_188,27,((((((((((......)).)))))))),0.9090909090909091,1.0,0.9523809523809523,0.0002755450004769955
SPR,479,tdbR00000032,72,.((((((...((((.....)))).(((((((...)))))))...((((((......))))))))))))....,0.9523809523809523,0.8,0.8695652173913043,0.0018672029982553795
PDB,343,bpRNA_PDB_343,17,(((((.......))))),0.8333333333333334,1.0,0.9090909090909091,0.0002157399976567831
PDB,287,bpRNA_PDB_287,17,(((((.......))))),0.8333333333333334,1.0,0.9090909090909091,0.0002093050024996046
PDB,57,bpRNA_PDB_57,14,((((......)))),0.8,1.0,0.888888888888889,0.00019167699792888016
PDB,213,bpRNA_PDB_213,68,.(((((((.....(((((.......)))))..........((((((.......))))))..))))))),0.6428571428571429,1.0,0.782608695652174,0.0016044479998527095
PDB,581,bpRNA_PDB_581,71,(((((((((...((((((.........))))))........((((((.......))))))..))))))))),0.7241379310344828,1.0,0.8400000000000001,0.001729797000734834
SPR,405,tdbR00000440,74,(((((((..(((....((((.((((.(((((((..........))))))).)))).))))))))))))))....,0.35,0.28,0.3111111111111111,0.001896309000585461
